new_index,sentence,target,top1_prediction,top1_log_probability,top3_predictions,top3_log_probabilities
15,"坐 在 舱 内 , 我 又 抬 起 头 , 透过 一 [MASK] 大大 的 <h>防</h> 激光 玻璃 , 我 又 看到 了 星空 , 依旧 是 那么 的 灿烂 。",扇,片,-0.9315357208251953,"片, 块, 个","-0.9315, -1.8216, -2.0647"
16,今天 拍 全 [MASK] <h>福咯</h> !,家,家,-0.2579151391983032,"家, 部, 身","-0.2579, -3.0502, -3.5522"
17,"在 武汉 的 <h>时候</h> 我 总是 问 你 我 爱 你 你 爱 我 吗 , 每 [MASK] 听到 你 说 我 爱 你 的 时候 我 真 想 大 声 地 告诉 大家 你 是 我 的 , 这 就 是 我 表达 我 心 中 喜悦 的 方式 , 呵呵 , 很 蠢 !",次,次,-0.002305839443579316,"次, 回, 个","-0.0023, -6.8322, -7.0928"
18,一 [MASK] <h>红豆</h> 奶茶 。,杯,杯,-1.0068838596343994,"杯, 个, 碗","-1.0069, -1.6415, -2.0581"
19,"意大利 杏仁 红 茶 配 焦糖 布丁 , 绝赞 又 找到 一 [MASK] 搞 贵宾 活动 的 好 <h>地方</h>",个,个,-0.14512492716312408,"个, 家, 处","-0.1451, -2.5007, -3.5340"
20,这 [MASK] <h>药物</h> 将 能 对抗 痴呆症 对人 的 影响 。,种,种,-0.7791471481323242,"种, 类, 些","-0.7791, -1.3199, -1.7540"
21,"难得 双方 家长 都 甘 开明 , 呢 [MASK] <h>拖</h> 拍 得 真系 好 愉快 。",个,个,-1.396665096282959,"个, 次, 波","-1.3967, -2.1215, -2.3042"
22,"射手座 常 把 爱情 当成 一 [MASK] <h>游戏</h> , 喜欢 的 是 不 去 约束 他 的 人 。",场,场,-0.5805504322052002,"场, 个, 种","-0.5806, -1.6313, -1.7761"
23,"两 [MASK] <h>月</h> 来 状态 一直 不 好 , 辞旧迎新 , 状态 得以 恢复 。",个,个,-0.0008414947078563273,"个, 位, 次","-0.0008, -9.3463, -9.3769"
24,我 在 这里 徐汇区 一 [MASK] <h>人</h> 在 上海 好 无聊哦,个,个,-0.6643766760826111,"个, 群, 堆","-0.6644, -1.9461, -2.5122"
25,"夏茗悠 8 记忆 中 的 阳光 总是 明亮 耀眼 , 使 人影 无处 藏身 , 哪怕 是 最 屈辱 最 悲伤 的 日子 , 湛蓝 如洗 的 天空 也 不 带 一 [MASK] <h>云彩</h> 。",丝,丝,-0.2585107982158661,"丝, 片, 点","-0.2585, -2.3182, -2.6394"
26,"一 [MASK] <h>人</h> 上班 , 下班 , 吃饭 , 睡觉 , 周末 回家 , 时间 仿佛 回到 了 一 年 前 , 却 又 似 不 一样 。",个,个,-0.12876418232917786,"个, 群, 家","-0.1288, -2.4948, -4.6817"
27,"哎 , 有点 想 我 的 室友 了 同 床 共 枕 过 的 张青 , 对床 的 晓青 , 还 有 早起 的 晓珍 , 高 二一 [MASK] 吃 饭 的 <h>白杨</h>",起,起,-0.15151771903038025,"起, 班, 次","-0.1515, -2.7360, -3.6740"
28,20111124 [MASK] <h>DuaDua</h> 风舞 誓死 改掉 拖延 症亲 。,盒,章,-2.9430601596832275,"章, 页, 节","-2.9431, -3.0104, -3.1226"
29,"省 政协 委员 刘立平 昨天 向 记者 介绍 他 的 一 [MASK] <h>提案</h> , 建议 http t cn z0gjQlw 分享 自 这 不 能 搞 山寨",份,项,-1.0328435897827148,"项, 个, 份","-1.0328, -1.3553, -1.5814"
30,"用 热 脸 去 贴 别 [MASK] <h>冷屁股</h> , 只 能 说 自己 个人 犯贱 !",个,家,-0.9054630398750305,"家, 处, 个","-0.9055, -1.7956, -2.4050"
31,虽 说 鸥翼 真的 是 [MASK] 大 <h>美人</h> !,个,个,-0.09423284232616425,"个, 位, 张","-0.0942, -3.4375, -4.8119"
32,"我 的 人生 , 就 像 眼影 一樣 的 弧度 , 画成 一 [MASK] 不 怕 枯萎 的 <h>葉子</h> , 無論颳風 暴雨 , 衹要 還剩 一口氣 , 我還 是 堅持 走 自己 的 路 , 微笑 地 面對 所有人 的 目光 与 論語 , 讓別 人 說去 。",片,片,-0.3317331075668335,"片, 棵, 朵","-0.3317, -2.6183, -2.7217"
33,好在 有 俄 的 小 3 [MASK] <h>帮</h> 拖 不然 真的 死 了 不过 还 是 差,门,帮,-0.6213086247444153,"帮, 个, 号","-0.6213, -2.1809, -2.8278"
34,"努力 了 整个 下午 , 加上 老屋 , 一共 贴 了 四 [MASK] <h>对联</h> 。",副,幅,-0.9497694969177246,"幅, 副, 张","-0.9498, -1.5020, -1.6328"
35,我 想 换 [MASK] 微博 <h>名字</h> 。,个,个,-0.007453493308275938,"个, 下, 回","-0.0075, -6.0795, -6.6162"
36,"小 七 祝 大家 好 事 接 2 连 3 , 心情 4 [MASK] <h>如春</h> , 生活 5 颜 6 色 , 7 彩 缤纷 , 偶尔 8 点 小 财 , 烦恼 抛 到 9 霄 云外 !",季,面,-1.301700234413147,"面, 样, 点","-1.3017, -2.3591, -2.5950"
37,我 那 天 突然 翻到 于江 给 我们 写 得 信 有 [MASK] <h>笑话</h> 是 恁哎 的 有 一 天 1 看到 j 问 食堂 排队 的 人 长 不 长 然后 j 就 说 不 长 但是 好 粗 喔 哈哈 她 那个 时候 好 可爱喔,个,个,-0.5951900482177734,"个, 句, 些","-0.5952, -1.8677, -2.5251"
38,第一 [MASK] 3 点 <h>痛醒</h> 何 其 悲惨,次,章,-1.1940679550170898,"章, 集, 段","-1.1941, -1.4516, -2.5327"
39,被迫 参加 一口气 喝掉 一 [MASK] 可乐 <h>比赛</h> 的 可怜 小 朋友 。,罐,杯,-0.6766694784164429,"杯, 瓶, 罐","-0.6767, -1.3370, -2.3447"
40,"一 [MASK] 爱笑 的 <h>女孩</h> , Aom 不 笑 的 时候 都 那么 漂亮 , 笑 起来 简直 美死 了 !",个,个,-0.07863712310791016,"个, 位, 群","-0.0786, -3.2022, -4.1606"
41,"剪 左 [MASK] 好 难 看 的 <h>头发</h> , 快快 长 啊 , 怎么 办 , 我 输 了 一 票 , , ,",个,眼,-1.0095893144607544,"眼, 手, 脸","-1.0096, -1.4716, -2.2870"
42,"在 10 岁 时 , 沃兹尼克 就 自己 设计 并 组装 了 一 [MASK] 晶体管 <h>收音机</h> 。",台,台,-0.3575282692909241,"台, 个, 部","-0.3575, -1.8715, -2.6950"
43,"半 [MASK] <h>小时</h> 了 , 还是 打 不 到 车 !",个,个,-0.00012851586507167667,"个, 把, 些","-0.0001, -11.2701, -11.4850"
44,"如果 有 这样 一 [MASK] <h>人</h> , 我 会 爱 他 !",个,个,-0.012222775258123875,"个, 种, 位","-0.0122, -5.2368, -5.4601"
45,"武警 部队 已 列装 四 [MASK] 野战 宣传 文化 装备 新华网 消息 金秋 <h>时节</h> , 当 文化 一 词 成为 国人 关注 焦点 之际 , 记者 来到 威名 远播 的 英雄 皮旅 武警 驻 无锡 某师 , 探寻 和 感受 当今 中国 警营 基层 官兵 的 文化 生活 。",级,种,-0.6445069313049316,"种, 批, 类","-0.6445, -2.0607, -2.4352"
46,"分享 一 [MASK] <h>投票</h> 韩国 各 大 组合 队长 人气 比拼 第六 期 9 进 8 给 大家 , 欢迎 大家 来 投票 !",个,下,-0.022870205342769623,"下, 个, 次","-0.0229, -5.3038, -5.8836"
47,"以前 信奉 的 是 不 在 一 [MASK] <h>树</h> 上 吊死 , 走 了 很久 后 发现 却 在 树林 里 迷失 了",棵,棵,-0.08564374595880508,"棵, 个, 颗","-0.0856, -3.5523, -3.8525"
48,大年初三 冷 雨夜 两 [MASK] <h>傻婆行</h> 系 路 中间 求撞 。,个,个,-1.5140204429626465,"个, 行, 头","-1.5140, -1.5783, -2.9231"
49,"这个 年 过 得 真 忙碌 家 里 的 空调 二十四 小时 开 室温 也 只有 十五 度 , 于是 我 又 开始 埋怨 装修 时候 的 这 的 那 的 真 想 买 [MASK] 小 <h>太阳</h> 对 着 烤 !",个,个,-0.16797538101673126,"个, 点, 些","-0.1680, -3.3037, -4.0495"
50,收到 让 有 [MASK] 减肥 的 <h>胖子</h> 骑 着 卡拉车 送来 的 衣服 啦 真心 性感 啊 !,个,点,-0.5219823122024536,"点, 家, 些","-0.5220, -2.6653, -2.9314"
51,"今年 七月 , 当 我 打开 我 国内 的 号码 , 我 希望 会 是 上 百 [MASK] <h>短信</h>",条,条,-0.4037962555885315,"条, 个, 封","-0.4038, -1.3053, -4.0100"
52,"本来 以为 看 两 [MASK] <h>格蕾</h> , 再 喝 杯水 就 到 了 , 结果 看 完 格蕾 喝完 水 我 就 不 行 了 继 晕车晕 火车 后 , 我 竟然 晕机 !",集,遍,-0.9558104276657104,"遍, 集, 次","-0.9558, -1.5400, -1.8796"
53,"家庭 是 孩子 成长 的 摇篮 , 父母 是 孩子 的 第一 [MASK] <h>教师</h> 。",任,任,-0.3092196583747864,"任, 个, 位","-0.3092, -1.9204, -2.6212"
54,其实 两 [MASK] <h>人</h> 在一起 彼此 之间 一定 要 互相 信任 。,个,个,-0.00959261879324913,"个, 种, 类","-0.0096, -5.2562, -6.3423"
55,"book 到位 , 下 [MASK] <h>放假</h> 先 去 啦 。",次,次,-0.23364976048469543,"次, 回, 班","-0.2336, -2.0837, -3.5019"
56,"瘦 腿 零 负担 每 天 晚上 , 放 一 [MASK] <h>热水</h> , 水温 不 宜 过 高 , 将 腿 浸泡 1015 分钟 。",盆,杯,-0.39511966705322266,"杯, 盆, 瓶","-0.3951, -1.4408, -3.6566"
57,"这些 天 宝宝 白天 总是 很 难 哄 , 不 爱 自己 玩 不 爱笑 不 爱 说话 , 今天 是 姥姥 抱 着 睡 的 , 上午 就 开始 睡 , 一 觉 就 是 四 [MASK] <h>小时</h> , 醒来 之后 又 笑 又 玩 , 真好 !",个,个,-0.0003126156225334853,"个, 颗, 分","-0.0003, -10.0755, -10.2906"
58,"让 我们 来 猜测 这 [MASK] <h>牲口</h> 级别 的 牛人 最后 的 策略 他 能否 攻破 第十 道题 , 他 怎么 冲刺 !",位,个,-0.29682570695877075,"个, 位, 样","-0.2968, -1.6911, -3.3031"
59,"北方 每 年 都 要 给 老 祖宗 烧 [MASK] <h>钱</h> , 放放炮",点,个,-0.8504093289375305,"个, 点, 些","-0.8504, -1.5787, -1.8198"
60,没 多久 就 要 去 [MASK] <h>厕所</h> !,趟,个,-1.1520514488220215,"个, 下, 趟","-1.1521, -1.2014, -2.5619"
61,"绵绵 细雨 晨 , 漫漫 人生路 [MASK] <h>情谊</h> 深 , 淡淡 品味 真 。",丝,间,-1.8947315216064453,"间, 道, 等","-1.8947, -2.8387, -2.8626"
62,"快 看 最新 一 集火影 漫画 , 九 [MASK] 正式 <h>认可</h> 鸣 人 了 !",尾,尾,-0.46480345726013184,"尾, 段, 条","-0.4648, -1.7123, -2.7958"
63,还 有 这 一 [MASK] <h>一如既往</h> 让 我 听 不 真切 的 英语,口,句,-1.079518437385559,"句, 段, 个","-1.0795, -1.5002, -2.3851"
64,赵薇 还 算 一 [MASK] <h>演员</h> 吗 ?,线,个,-0.1709875911474228,"个, 名, 位","-0.1710, -2.6615, -2.7259"
65,睡 到 现在 好 强大 阿熬夜 通宵 的 人 伤 不 起 伤 不 起 今晚 又 不 用 睡 了妹 了 [MASK] <h>夫</h> 的,个,个,-2.489314317703247,"个, 家, 对","-2.4893, -2.5019, -3.0417"
66,"这里 一 [MASK] <h>人好</h> 混乱 的 , 胜迪 你 快点 来 !",堆,个,-1.3854598999023438,"个, 般, 样","-1.3855, -1.7192, -2.6144"
67,"到 是 虚伪 自私 的 动物 , 没有 一 [MASK] <h>人</h> 可以 爱 别人 多 嘎爱 自己 , 那 满口 的 谎言 , 又 或许 让 人 觉得 幸福 , 一旦 谎言 被 拆穿 , 那些 到 变得 虚伪 , 虚 伪 得 让 我 觉得 恶心",个,个,-0.04210539534687996,"个, 种, 样","-0.0421, -3.4919, -6.3938"
68,搞 半 天 九 [MASK] <h>叫</h> 九 喇嘛 。,尾,个,-1.1050485372543335,"个, 次, 点","-1.1050, -3.0441, -3.1510"
69,"朋友 趾高气昂 的 拍拍 肚子 说 , 就 当 里面 多 了 [MASK] <h>蛋黄儿</h> 。",个,个,-0.9377349615097046,"个, 些, 点","-0.9377, -0.9958, -2.2516"
70,"我 刚刚 在 爱 问 共 享 资料 上 传 了 资料 , 欢迎 大家 下载 分享 C0204 傅立叶 选集 第二 [MASK] <h>pdf</h> 更 多",卷,卷,-0.5214914083480835,"卷, 章, 册","-0.5215, -1.7796, -2.7934"
71,哎 又 是 一 [MASK] <h>通天亮</h>,个,个,-0.3147737383842468,"个, 次, 轮","-0.3148, -2.7590, -3.7113"
72,"最近 流行 盼望 明君 能 臣 , 寄望 人品 运气 改变 中国 , 昨友人 举例 张居正 一 [MASK] <h>鞭法</h> 让 明朝 进步 。",条,种,-2.008974075317383,"种, 个, 套","-2.0090, -2.0484, -2.4183"
73,"汕头 , 姐肥 来 了 , 坐上 第一 [MASK] <h>公车</h> , 不得不 说 , 汕头 的 公车 真 破 。",班,班,-0.9679851531982422,"班, 辆, 趟","-0.9680, -1.0844, -2.3716"
74,"三亚 免税店 , 人山人海 , 这 [MASK] <h>排</h> 的 真 长 。",队,个,-0.6761685609817505,"个, 家, 队","-0.6762, -2.0761, -2.8741"
75,"这 是 一 [MASK] 新 的 微博 <h>朋友</h> , 电商 的 , 求 大家 关注 !",个,个,-0.21193814277648926,"个, 条, 篇","-0.2119, -1.8761, -4.7054"
76,加 了 三 [MASK] <h>车厢</h>,节,节,-0.5821107625961304,"节, 个, 组","-0.5821, -1.9504, -2.1930"
77,"好 惨 啊 , 5 [MASK] 一 <h>机会</h> 都 中 捂到 奖 , 得 份 朱古力 安慰 奖 。",分,个,-0.839610755443573,"个, 次, 点","-0.8396, -1.3498, -3.1074"
78,你 [MASK] 扑街仔 <h>黄绿</h> 医生 吓 到 我 喊 左 。,个,个,-0.5319867134094238,"个, 家, 等","-0.5320, -2.3586, -3.4474"
79,"所以 不 好意思 要 先 借用 一下妳 的 照片 写 [MASK] <h>预告</h> 了 哦 , 敬请 期待 !",个,下,-0.5384107828140259,"下, 个, 篇","-0.5384, -1.7523, -2.6656"
80,若 你 想 哭 停顿 一下 请 把 我 的 这 [MASK] <h>话</h> 在 脑子 里 反复 读 下去 今时 不同 往日 读到 你 的 泪水 干 了 你 就 懂 了 。,句,句,-0.5882755517959595,"句, 段, 些","-0.5883, -1.0408, -2.9723"
81,"对 我 来说 做饭 一直 就 跟 吃饭 一样 简单 , 但是 因为 懒 得 做 , 直接 导致 在 美国 一年半 没有 好好 做 过 一 [MASK] 中国 <h>菜</h> 。",顿,顿,-1.2753980159759521,"顿, 道, 次","-1.2754, -1.3503, -1.3984"
82,"群号 208176478 , 只要 是 玩 摇滚 爱 摇滚 的 高中生 , 都 速速 加入 吧 大家 帮忙 转起 , 扩散 给 身边 每 一 [MASK] 玩 摇滚 的 <h>朋友</h> !",个,个,-0.3887457251548767,"个, 位, 群","-0.3887, -1.1610, -5.6869"
83,"大年初二 , 训咗 几 [MASK] <h>钟</h> 又 爬 起身 返 老爷 屋 企 , 系咯 , 唔系 返 外 家吖",个,个,-0.36130717396736145,"个, 分, 句","-0.3613, -1.6922, -3.7779"
84,某 [MASK] <h>瞬间</h> 青春 戛然而止,个,个,-0.6092931032180786,"个, 些, 种","-0.6093, -0.8873, -4.2593"
85,"不管 了 , 爱咋 地 咋地 , 一 [MASK] <h>人</h> 过 的 最 好看 动漫 去 看 动漫 去 作业 神马 的 一会儿 再 说 !",个,个,-0.3219020366668701,"个, 辈, 家","-0.3219, -1.6940, -3.6544"
86,真的 好 累 一 [MASK] <h>床</h> 就 要 出去 WeicoLomo,起,下,-0.6098967790603638,"下, 起, 回","-0.6099, -0.8368, -4.6596"
87,这 几 天 一直 在 吃 这 两 [MASK] <h>东西</h>,样,种,-0.8519213795661926,"种, 样, 个","-0.8519, -1.4422, -1.6365"
88,新 一 [MASK] 的 <h>吃</h> 欲 貌似 又 挑头 了 !,轮,轮,-0.3727166950702667,"轮, 波, 代","-0.3727, -2.4904, -2.6840"
89,那 [MASK] <h>人</h> 会 出现 的 !,个,个,-0.24275042116641998,"个, 些, 样","-0.2428, -2.4429, -3.0878"
90,"哇塞 今天 打 斯诺克 , 做 了 一 [MASK] 我 自己 都 无法 想象 的 <h>球</h> , 对面 崩溃 , 只 能 把 白 球 捅 进洞 , 哎 QQ 这个 应该 管管",杆,个,-0.17849592864513397,"个, 些, 颗","-0.1785, -3.8183, -4.3688"
91,"刚刚 发现 的 , 在 页面 右上方 有 一 [MASK] <h>梅花树</h> 呢 , 上面 点缀 着 红红 的 梅花 , 看上去 很 漂亮 , 心情 也 会 变好 呢",棵,棵,-0.1310509741306305,"棵, 株, 颗","-0.1311, -2.8664, -3.7077"
92,"好 想好 想稳人 陪 我 去 吃拧 [MASK] 日式 蛋 <h>包饭</h> 啊 , 好 想 吃 啊 。",个,个,-1.451682209968567,"个, 家, 种","-1.4517, -2.1091, -2.7308"
93,上传 了 7 [MASK] <h>照片</h> 到 相册 纯纯 的 爱恋,张,张,-0.019505739212036133,"张, 组, 个","-0.0195, -4.8512, -5.3603"
94,"这 两 天 遇到 第三 [MASK] 交通 <h>事故</h> 了 , 大过 年 的 , 希望 人 没事 , 大 车 烧 空 了 好像",个,次,-0.5739357471466064,"次, 起, 个","-0.5739, -1.2795, -2.6958"
95,开 了 [MASK] <h>酒版</h> 喝 了 。,支,个,-0.9354067444801331,"个, 瓶, 杯","-0.9354, -2.0115, -2.3373"
96,"2012116 , 彻夜 难眠 , 一 林 到 买 左 手机 , 一 [MASK] <h>钱</h> 都 无 , 生活 受到 威胁 , 就 觉得 后 悔 啦 !",分,点,-1.274501085281372,"点, 分, 笔","-1.2745, -1.3278, -2.2612"
97,"手机 掉 了 , 里面 哪怕 有 再 重要 的 资料 , 报案 不 说 是 被 偷 的 , 人民 警察 死活 都 不 肯 帮忙 哪怕 只 要 一 [MASK] <h>电话</h> 就 能 找回 。",个,个,-0.10830098390579224,"个, 通, 声","-0.1083, -2.8256, -4.2289"
98,至今 我 还 后怕 的 那 [MASK] <h>橙汁</h> !,个,个,-1.1053049564361572,"个, 瓶, 杯","-1.1053, -1.7898, -1.8176"
99,"2 你 可以 是 一 [MASK] <h>风景</h> , 没 必要 总是 仰视 别人 而 叹息 自己 。",道,个,-1.236545443534851,"个, 幅, 种","-1.2365, -1.9790, -2.4767"
100,忙碌 了 一 天 多么 辛苦 呀 追 了 四 [MASK] <h>心情</h> 有点 沉重 了 笑点 只 是 插曲 主 旋律 还是 令 人 发指 的 现实 猛 啊 猛 你 咋变 成 这样,集,个,-1.3060486316680908,"个, 集, 季","-1.3060, -1.5220, -1.8688"
101,"啊啊 啊 , 第一 [MASK] 这么 <h>早</h>",次,次,-0.012703902088105679,"次, 个, 回","-0.0127, -5.5727, -6.2963"
102,"珠海 天气 20120122 早 今天 星期日 , 珠海 白天 到 夜间 小 <h>雨</h> , 气温 148 , 北风 34 [MASK] 明天 小 雨 , 气温 118 。",级,号,-0.5328157544136047,"号, 级, 起","-0.5328, -1.9081, -3.3196"
103,"一 [MASK] <h>月</h> 后 , 我们 依然 什么 都 不 是 。",个,个,-0.04738805443048477,"个, 些, 段","-0.0474, -5.4637, -5.4728"
104,"还是 做 人 值得 被 信任 总 有 被 咨询 的 需要 , 无奈 有时 自身 能力 不足 , 无法 给予 答案 , 到 这 [MASK] <h>感觉</h> 很 幸福 。",种,样,-0.7994775176048279,"样, 家, 个","-0.7995, -1.8327, -1.9587"
105,"仅 半天 没 照理 手机 , 竟 一下 收到 二百多 [MASK] 祝愿 和 <h>拜年</h> , 很 感动 呀 。",条,条,-0.5994402170181274,"条, 个, 封","-0.5994, -1.3219, -2.2292"
106,"候车室 的 书店 看到 一 [MASK] 感 兴趣 的 <h>书</h> , 准备 寒假 拿 回去 实践 一下",本,本,-0.0734347477555275,"本, 些, 堆","-0.0734, -2.9708, -5.0433"
107,"闹钟 七 点 就 响 了 , 我 还 在 被窝 里 下 决心 , 我 就 是 [MASK] <h>意志</h> 薄弱 的 人 , 一 想到 又 是 一 天 的 大会 , 更 不 想 起床 了",个,个,-0.003337522502988577,"个, 位, 种","-0.0033, -7.3795, -7.6653"
108,过 了 二十 年 浑浑 噩噩 一 事 无成 的 日子 之后 我 希望 可以 改善 下 这 [MASK] 糟糕 <h>情况</h> 不 要 再 这么 混账 下去 了 !,种,种,-0.6346014738082886,"种, 个, 些","-0.6346, -1.1257, -2.6100"
109,很 奇怪 当 听到 那 [MASK] <h>话</h> 的 时候 我 为什么 会 笑 那么 久,句,句,-0.2604767680168152,"句, 些, 个","-0.2605, -2.5153, -2.5621"
110,我 在 这 拜 [MASK] 早年 <h>mk</h> 拜年 mk 拜 年,个,个,-0.24161848425865173,"个, 下, 家","-0.2416, -4.0661, -4.3119"
111,视频 打工仔 建 15 [MASK] <h>别墅</h> 赠送 村民 入住 过 新年 分享 自,栋,套,-0.862331211566925,"套, 栋, 层","-0.8623, -1.1805, -2.3633"
112,帮 爸爸 买 的 彩票 二 [MASK] <h>奖</h> 不过 阿爸 说 那 是 我 下下 学期 的 学费,等,等,-0.010827595368027687,"等, 级, 次","-0.0108, -5.7257, -6.3340"
113,明天 还 有 一 大 [MASK] <h>旅途</h> 呢 。,段,段,-0.05701455846428871,"段, 波, 堆","-0.0570, -4.2170, -5.3319"
114,吃 了 一 [MASK] 泰诺 <h>晕乎乎</h> 的 困醒 去 这 该 是 多 幸福 的 事情吖,粒,口,-1.4922195672988892,"口, 个, 点","-1.4922, -1.8917, -2.3816"
115,哈哈哈 笑死 了姐 今天 也 切 了 一 [MASK] 愤怒 的 甜椒 好 愤怒 的 <h>样子</h> 。,个,个,-0.9981003999710083,"个, 些, 下","-0.9981, -2.0164, -2.5988"
116,这样 好吗 一 [MASK] 方便面 加 <h>茶蛋</h> 给 我 吃 撑 了,袋,碗,-1.1087232828140259,"碗, 个, 般","-1.1087, -1.2985, -2.6897"
117,"世界 最 有名 的 四 [MASK] 塔类 <h>建筑物</h> 埃菲尔 铁塔 台北 101 东京 铁塔 迪拜塔 , 你 想去 哪里 ?",幢,座,-0.415550172328949,"座, 个, 种","-0.4156, -1.4101, -3.2112"
118,后面 那 [MASK] <h>戴</h> 黄 围脖 的 祝 她 快乐 吧,个,个,-0.3391459882259369,"个, 位, 些","-0.3391, -1.4996, -4.2074"
119,读 问好 灌水 表情 灌水 表情 灌水 表情 看到 yanzj 的 博文 一 [MASK] 飘 走 的 彩云 有感而发 的 <h>评论</h> 。,朵,片,-1.1843005418777466,"片, 路, 朵","-1.1843, -1.3997, -2.0701"
120,"兔年 的 最后 一 天 , 持续 感冒 中 , 我 已经 失去 嗅觉 , 估计 要 吃 一 [MASK] 食之无味 的 <h>年夜饭</h> 了",顿,顿,-0.08264794200658798,"顿, 碗, 次","-0.0826, -4.0577, -4.4465"
121,发狼们 太 拽 了 寻遍木 有 开业 了 的 刚刚 全部 吹干 一 [MASK] <h>辣</h> 毛 累死 老娘 我 了 手臂 都 举 不 起来 了,头,个,-1.9365079402923584,"个, 遍, 下","-1.9365, -2.1009, -2.2207"
122,"千 [MASK] <h>激情片</h> 可惜 了 , 美女 老师 被 OOXX 男人 帮 恶夜 惊魂 天堂 口 大情人 疯狂 的 石头 我 的 娜塔莎 Hello 小姐 拿 什么 拯救 你 , 我 的 爱人 刀尖 上 行走 今夜 有 戏 欲望号 列车 写真 毒刺 疯狂 的 石头 青 木瓜 之 味 魔鬼 屠夫 香奈儿 的 秘密 情史",部,次,-2.4880316257476807,"次, 页, 丝","-2.4880, -2.7051, -2.9665"
123,各位 过 [MASK] 好 <h>年</h> 啊 。,个,个,-0.004134188871830702,"个, 些, 点","-0.0041, -6.4479, -6.9641"
124,"父亲 给 小 米 买 了 双 皮鞋 , 一 [MASK] <h>星期</h> 之后 爸爸 问 小米 新 鞋 买 了 , 怎么 不 见 你 穿 呀 ?",个,个,-0.004622397478669882,"个, 般, 段","-0.0046, -7.4600, -7.5690"
125,"身 未 动 , 心 已 远 , 在 风景 展区 发布 20 [MASK] <h>作品</h>",组,幅,-0.4910888671875,"幅, 组, 张","-0.4911, -2.0565, -2.6675"
126,"酒 搞 多 了 , 现在 醒 了 , 口干 舌躁 , 两 [MASK] <h>果汁</h> , 真 TM 爽 !",杯,杯,-0.31956303119659424,"杯, 瓶, 个","-0.3196, -1.7101, -3.8876"
127,"六味 地黄丸 , 你丸 我 也丸 , 一 天 六十 [MASK] , <h>发发</h> 有 冲劲儿 不 来 一 发么 ?",粒,粒,-0.739692747592926,"粒, 次, 颗","-0.7397, -2.2955, -2.2963"
