new_index,sentence,target,top1_prediction,top1_log_probability,top3_predictions,top3_log_probabilities
37,我 那 天 突然 翻到 于江 给 我们 写 得 信 有 [MASK]  是 恁哎 的 有 一 天 1 看到 j 问 食堂 排队 的 人 长 不 长 然后 j 就 说 不 长 但是 好 粗 喔 哈哈 她 那个 时候 好 可爱喔,个,点,-0.8307709097862244,"点, 些, 句","-0.8308, -1.5305, -2.1293"
38,第一 [MASK] 3 点  何 其 悲惨,次,集,-1.5378937721252441,"集, 季, 章","-1.5379, -1.6930, -2.3059"
39,被迫 参加 一口气 喝掉 一 [MASK] 可乐  的 可怜 小 朋友 。,罐,瓶,-0.9579659700393677,"瓶, 杯, 罐","-0.9580, -1.2769, -1.4783"
40,"一 [MASK] 爱笑 的  , Aom 不 笑 的 时候 都 那么 漂亮 , 笑 起来 简直 美死 了 !",个,个,-0.250084787607193,"个, 群, 样","-0.2501, -2.4053, -3.9847"
41,"剪 左 [MASK] 好 难 看 的  , 快快 长 啊 , 怎么 办 , 我 输 了 一 票 , , ,",个,手,-0.9925685524940491,"手, 眼, 脸","-0.9926, -1.6249, -2.2762"
42,"在 10 岁 时 , 沃兹尼克 就 自己 设计 并 组装 了 一 [MASK] 晶体管  。",台,个,-0.48876944184303284,"个, 条, 组","-0.4888, -2.8165, -3.3322"
43,"半 [MASK]  了 , 还是 打 不 到 车 !",个,路,-0.636794924736023,"路, 点, 班","-0.6368, -1.3198, -3.3099"
44,"如果 有 这样 一 [MASK]  , 我 会 爱 他 !",个,个,-0.3754492998123169,"个, 次, 位","-0.3754, -1.8664, -3.0623"
45,"武警 部队 已 列装 四 [MASK] 野战 宣传 文化 装备 新华网 消息 金秋  , 当 文化 一 词 成为 国人 关注 焦点 之际 , 记者 来到 威名 远播 的 英雄 皮旅 武警 驻 无锡 某师 , 探寻 和 感受 当今 中国 警营 基层 官兵 的 文化 生活 。",级,种,-0.6719469428062439,"种, 批, 套","-0.6719, -1.9575, -2.4602"
46,"分享 一 [MASK]  韩国 各 大 组合 队长 人气 比拼 第六 期 9 进 8 给 大家 , 欢迎 大家 来 投票 !",个,下,-0.10331462323665619,"下, 个, 组","-0.1033, -3.6215, -4.0192"
47,"以前 信奉 的 是 不 在 一 [MASK]  上 吊死 , 走 了 很久 后 发现 却 在 树林 里 迷失 了",棵,起,-0.5026982426643372,"起, 路, 楼","-0.5027, -1.4523, -3.4963"
48,大年初三 冷 雨夜 两 [MASK]  系 路 中间 求撞 。,个,辆,-1.822486400604248,"辆, 头, 条","-1.8225, -1.9152, -2.3218"
49,"这个 年 过 得 真 忙碌 家 里 的 空调 二十四 小时 开 室温 也 只有 十五 度 , 于是 我 又 开始 埋怨 装修 时候 的 这 的 那 的 真 想 买 [MASK] 小  对 着 烤 !",个,个,-0.380674809217453,"个, 点, 箱","-0.3807, -2.7982, -3.7728"
50,收到 让 有 [MASK] 减肥 的  骑 着 卡拉车 送来 的 衣服 啦 真心 性感 啊 !,个,点,-0.39022761583328247,"点, 些, 家","-0.3902, -2.7483, -3.0869"
51,"今年 七月 , 当 我 打开 我 国内 的 号码 , 我 希望 会 是 上 百 [MASK] ",条,号,-2.5022687911987305,"号, 家, 个","-2.5023, -2.7483, -2.8840"
52,"本来 以为 看 两 [MASK]  , 再 喝 杯水 就 到 了 , 结果 看 完 格蕾 喝完 水 我 就 不 行 了 继 晕车晕 火车 后 , 我 竟然 晕机 !",集,遍,-0.33607217669487,"遍, 集, 次","-0.3361, -2.4806, -2.7686"
53,"家庭 是 孩子 成长 的 摇篮 , 父母 是 孩子 的 第一 [MASK]  。",任,任,-0.3916614055633545,"任, 线, 步","-0.3917, -1.7671, -3.2463"
54,其实 两 [MASK]  在一起 彼此 之间 一定 要 互相 信任 。,个,个,-0.16334353387355804,"个, 家, 种","-0.1633, -3.0044, -4.0055"
55,"book 到位 , 下 [MASK]  先 去 啦 。",次,次,-0.08157318830490112,"次, 回, 班","-0.0816, -2.8573, -5.2699"
56,"瘦 腿 零 负担 每 天 晚上 , 放 一 [MASK]  , 水温 不 宜 过 高 , 将 腿 浸泡 1015 分钟 。",盆,杯,-0.9905387163162231,"杯, 盆, 壶","-0.9905, -1.2886, -2.2527"
57,"这些 天 宝宝 白天 总是 很 难 哄 , 不 爱 自己 玩 不 爱笑 不 爱 说话 , 今天 是 姥姥 抱 着 睡 的 , 上午 就 开始 睡 , 一 觉 就 是 四 [MASK]  , 醒来 之后 又 笑 又 玩 , 真好 !",个,点,-0.07005782425403595,"点, 次, 个","-0.0701, -3.7149, -4.7536"
58,"让 我们 来 猜测 这 [MASK]  级别 的 牛人 最后 的 策略 他 能否 攻破 第十 道题 , 他 怎么 冲刺 !",位,个,-0.17750266194343567,"个, 样, 种","-0.1775, -2.6530, -2.6656"
59,"北方 每 年 都 要 给 老 祖宗 烧 [MASK]  , 放放炮",点,节,-1.1424914598464966,"节, 点, 个","-1.1425, -2.3706, -2.5456"
60,没 多久 就 要 去 [MASK]  !,趟,家,-2.464594602584839,"家, 面, 发","-2.4646, -2.8007, -2.8175"
61,"绵绵 细雨 晨 , 漫漫 人生路 [MASK]  深 , 淡淡 品味 真 。",丝,路,-0.38172414898872375,"路, 道, 步","-0.3817, -2.6779, -2.9202"
62,"快 看 最新 一 集火影 漫画 , 九 [MASK] 正式  鸣 人 了 !",尾,尾,-0.14805398881435394,"尾, 章, 条","-0.1481, -3.7904, -3.9529"
63,还 有 这 一 [MASK]  让 我 听 不 真切 的 英语,口,些,-0.5350022315979004,"些, 种, 个","-0.5350, -1.5770, -2.6588"
64,赵薇 还 算 一 [MASK]  吗 ?,线,个,-0.6623116135597229,"个, 般, 样","-0.6623, -1.8473, -2.5815"
65,睡 到 现在 好 强大 阿熬夜 通宵 的 人 伤 不 起 伤 不 起 今晚 又 不 用 睡 了妹 了 [MASK]  的,个,点,-2.3092594146728516,"点, 样, 对","-2.3093, -2.5988, -2.7820"
66,"这里 一 [MASK]  混乱 的 , 胜迪 你 快点 来 !",堆,片,-0.2314557284116745,"片, 样, 个","-0.2315, -2.3501, -4.1085"
67,"到 是 虚伪 自私 的 动物 , 没有 一 [MASK]  可以 爱 别人 多 嘎爱 自己 , 那 满口 的 谎言 , 又 或许 让 人 觉得 幸福 , 一旦 谎言 被 拆穿 , 那些 到 变得 虚伪 , 虚 伪 得 让 我 觉得 恶心",个,个,-0.7168403267860413,"个, 种, 样","-0.7168, -1.9414, -2.1780"
68,搞 半 天 九 [MASK]  九 喇嘛 。,尾,点,-0.7668688893318176,"点, 头, 对","-0.7669, -2.7481, -2.7486"
69,"朋友 趾高气昂 的 拍拍 肚子 说 , 就 当 里面 多 了 [MASK]  。",个,点,-0.6124067306518555,"点, 些, 个","-0.6124, -1.0773, -3.3621"
70,"我 刚刚 在 爱 问 共 享 资料 上 传 了 资料 , 欢迎 大家 下载 分享 C0204 傅立叶 选集 第二 [MASK]  更 多",卷,卷,-0.685329794883728,"卷, 部, 集","-0.6853, -1.8615, -2.6116"
71,哎 又 是 一 [MASK] ,个,个,-1.281232476234436,"个, 家, 次","-1.2812, -2.3479, -2.8883"
72,"最近 流行 盼望 明君 能 臣 , 寄望 人品 运气 改变 中国 , 昨友人 举例 张居正 一 [MASK]  让 明朝 进步 。",条,次,-1.6861152648925781,"次, 样, 世","-1.6861, -2.0056, -2.2739"
73,"汕头 , 姐肥 来 了 , 坐上 第一 [MASK]  , 不得不 说 , 汕头 的 公车 真 破 。",班,排,-0.40968188643455505,"排, 位, 座","-0.4097, -2.2440, -2.8685"
74,"三亚 免税店 , 人山人海 , 这 [MASK]  的 真 长 。",队,样,-1.5479627847671509,"样, 家, 排","-1.5480, -2.2232, -2.8344"
75,"这 是 一 [MASK] 新 的 微博  , 电商 的 , 求 大家 关注 !",个,个,-0.10238718241453171,"个, 条, 篇","-0.1024, -2.7473, -4.9725"
76,加 了 三 [MASK] ,节,个,-1.921800971031189,"个, 家, 次","-1.9218, -2.3604, -2.9250"
77,"好 惨 啊 , 5 [MASK] 一  都 中 捂到 奖 , 得 份 朱古力 安慰 奖 。",分,个,-1.046735167503357,"个, 次, 点","-1.0467, -1.7551, -2.1083"
78,你 [MASK] 扑街仔  医生 吓 到 我 喊 左 。,个,个,-0.40872642397880554,"个, 家, 等","-0.4087, -2.6231, -3.5808"
79,"所以 不 好意思 要 先 借用 一下妳 的 照片 写 [MASK]  了 哦 , 敬请 期待 !",个,下,-0.31900838017463684,"下, 篇, 点","-0.3190, -3.2350, -3.3534"
80,若 你 想 哭 停顿 一下 请 把 我 的 这 [MASK]  在 脑子 里 反复 读 下去 今时 不同 往日 读到 你 的 泪水 干 了 你 就 懂 了 。,句,句,-0.8196122050285339,"句, 段, 些","-0.8196, -1.7974, -2.1701"
81,"对 我 来说 做饭 一直 就 跟 吃饭 一样 简单 , 但是 因为 懒 得 做 , 直接 导致 在 美国 一年半 没有 好好 做 过 一 [MASK] 中国  。",顿,次,-0.13020376861095428,"次, 趟, 回","-0.1302, -3.5812, -3.7393"
82,"群号 208176478 , 只要 是 玩 摇滚 爱 摇滚 的 高中生 , 都 速速 加入 吧 大家 帮忙 转起 , 扩散 给 身边 每 一 [MASK] 玩 摇滚 的  !",个,个,-0.14656591415405273,"个, 位, 群","-0.1466, -2.0584, -5.6901"
83,"大年初二 , 训咗 几 [MASK]  又 爬 起身 返 老爷 屋 企 , 系咯 , 唔系 返 外 家吖",个,个,-1.9478824138641357,"个, 次, 阵","-1.9479, -1.9549, -2.2910"
84,某 [MASK]  青春 戛然而止,个,个,-1.003527045249939,"个, 种, 些","-1.0035, -1.3681, -1.5061"
85,"不管 了 , 爱咋 地 咋地 , 一 [MASK]  过 的 最 好看 动漫 去 看 动漫 去 作业 神马 的 一会儿 再 说 !",个,辈,-1.7458230257034302,"辈, 路, 个","-1.7458, -1.8598, -2.1631"
86,真的 好 累 一 [MASK]  就 要 出去 WeicoLomo,起,下,-0.3168913424015045,"下, 点, 路","-0.3169, -3.1982, -3.2172"
87,这 几 天 一直 在 吃 这 两 [MASK] ,样,个,-0.9427989721298218,"个, 种, 家","-0.9428, -2.1033, -2.9022"
88,新 一 [MASK] 的  欲 貌似 又 挑头 了 !,轮,轮,-1.049532413482666,"轮, 次, 波","-1.0495, -1.6457, -1.7824"
89,那 [MASK]  会 出现 的 !,个,样,-0.6815825700759888,"样, 个, 次","-0.6816, -1.5274, -3.1057"
90,"哇塞 今天 打 斯诺克 , 做 了 一 [MASK] 我 自己 都 无法 想象 的  , 对面 崩溃 , 只 能 把 白 球 捅 进洞 , 哎 QQ 这个 应该 管管",杆,个,-1.0626672506332397,"个, 些, 件","-1.0627, -1.4633, -1.5462"
91,"刚刚 发现 的 , 在 页面 右上方 有 一 [MASK]  呢 , 上面 点缀 着 红红 的 梅花 , 看上去 很 漂亮 , 心情 也 会 变好 呢",棵,块,-1.3209946155548096,"块, 个, 张","-1.3210, -1.4551, -2.4796"
92,"好 想好 想稳人 陪 我 去 吃拧 [MASK] 日式 蛋  啊 , 好 想 吃 啊 。",个,个,-0.9649301767349243,"个, 种, 家","-0.9649, -2.1448, -2.4379"
93,上传 了 7 [MASK]  到 相册 纯纯 的 爱恋,张,张,-0.06330389529466629,"张, 页, 片","-0.0633, -3.4776, -5.2547"
94,"这 两 天 遇到 第三 [MASK] 交通  了 , 大过 年 的 , 希望 人 没事 , 大 车 烧 空 了 好像",个,次,-0.5140142440795898,"次, 条, 个","-0.5140, -2.3828, -2.8676"
95,开 了 [MASK]  喝 了 。,支,碗,-2.319016218185425,"碗, 口, 门","-2.3190, -2.5317, -2.5640"
96,"2012116 , 彻夜 难眠 , 一 林 到 买 左 手机 , 一 [MASK]  都 无 , 生活 受到 威胁 , 就 觉得 后 悔 啦 !",分,点,-1.429203987121582,"点, 个, 张","-1.4292, -2.2356, -2.3401"
97,"手机 掉 了 , 里面 哪怕 有 再 重要 的 资料 , 报案 不 说 是 被 偷 的 , 人民 警察 死活 都 不 肯 帮忙 哪怕 只 要 一 [MASK]  就 能 找回 。",个,下,-1.545836091041565,"下, 次, 手","-1.5458, -1.6420, -1.8437"
98,至今 我 还 后怕 的 那 [MASK]  !,个,个,-1.0398540496826172,"个, 种, 样","-1.0399, -1.9423, -2.1033"
99,"2 你 可以 是 一 [MASK]  , 没 必要 总是 仰视 别人 而 叹息 自己 。",道,个,-0.31748414039611816,"个, 样, 般","-0.3175, -3.4925, -3.5897"
100,忙碌 了 一 天 多么 辛苦 呀 追 了 四 [MASK]  有点 沉重 了 笑点 只 是 插曲 主 旋律 还是 令 人 发指 的 现实 猛 啊 猛 你 咋变 成 这样,集,集,-0.8232555389404297,"集, 季, 个","-0.8233, -1.8259, -2.0996"
101,"啊啊 啊 , 第一 [MASK] 这么 ",次,次,-0.036498431116342545,"次, 个, 回","-0.0365, -4.1811, -5.3946"
102,"珠海 天气 20120122 早 今天 星期日 , 珠海 白天 到 夜间 小  , 气温 148 , 北风 34 [MASK] 明天 小 雨 , 气温 118 。",级,号,-0.6490700840950012,"号, 起, 下","-0.6491, -2.7597, -3.0273"
103,"一 [MASK]  后 , 我们 依然 什么 都 不 是 。",个,个,-2.0358171463012695,"个, 起, 季","-2.0358, -2.4086, -2.6206"
104,"还是 做 人 值得 被 信任 总 有 被 咨询 的 需要 , 无奈 有时 自身 能力 不足 , 无法 给予 答案 , 到 这 [MASK]  很 幸福 。",种,样,-0.5669108033180237,"样, 点, 家","-0.5669, -2.2042, -2.8633"
105,"仅 半天 没 照理 手机 , 竟 一下 收到 二百多 [MASK] 祝愿 和  , 很 感动 呀 。",条,条,-1.0209884643554688,"条, 封, 个","-1.0210, -1.0597, -1.8384"
106,"候车室 的 书店 看到 一 [MASK] 感 兴趣 的  , 准备 寒假 拿 回去 实践 一下",本,些,-0.29637929797172546,"些, 堆, 个","-0.2964, -2.6905, -2.9599"
107,"闹钟 七 点 就 响 了 , 我 还 在 被窝 里 下 决心 , 我 就 是 [MASK]  薄弱 的 人 , 一 想到 又 是 一 天 的 大会 , 更 不 想 起床 了",个,个,-0.008160478435456753,"个, 些, 件","-0.0082, -6.5347, -6.8667"
108,过 了 二十 年 浑浑 噩噩 一 事 无成 的 日子 之后 我 希望 可以 改善 下 这 [MASK] 糟糕  不 要 再 这么 混账 下去 了 !,种,个,-0.7373695969581604,"个, 种, 些","-0.7374, -1.4461, -1.9380"
109,很 奇怪 当 听到 那 [MASK]  的 时候 我 为什么 会 笑 那么 久,句,句,-0.35960012674331665,"句, 个, 些","-0.3596, -2.4654, -2.5112"
110,我 在 这 拜 [MASK] 早年  拜年 mk 拜 年,个,个,-1.1305214166641235,"个, 家, 世","-1.1305, -2.9739, -3.0275"
111,视频 打工仔 建 15 [MASK]  赠送 村民 入住 过 新年 分享 自,栋,套,-0.8557711243629456,"套, 层, 栋","-0.8558, -1.7152, -2.3714"
112,帮 爸爸 买 的 彩票 二 [MASK]  不过 阿爸 说 那 是 我 下下 学期 的 学费,等,码,-1.5457196235656738,"码, 号, 等","-1.5457, -1.7237, -2.0546"
113,明天 还 有 一 大 [MASK]  呢 。,段,班,-0.9831316471099854,"班, 波, 段","-0.9831, -2.3893, -2.7055"
114,吃 了 一 [MASK] 泰诺  的 困醒 去 这 该 是 多 幸福 的 事情吖,粒,口,-1.4221066236495972,"口, 点, 顿","-1.4221, -2.0683, -2.3051"
115,哈哈哈 笑死 了姐 今天 也 切 了 一 [MASK] 愤怒 的 甜椒 好 愤怒 的  。,个,个,-0.9831426739692688,"个, 些, 颗","-0.9831, -1.8467, -2.7936"
116,这样 好吗 一 [MASK] 方便面 加  给 我 吃 撑 了,袋,碗,-1.0023646354675293,"碗, 个, 份","-1.0024, -1.6208, -2.6402"
117,"世界 最 有名 的 四 [MASK] 塔类  埃菲尔 铁塔 台北 101 东京 铁塔 迪拜塔 , 你 想去 哪里 ?",幢,座,-0.7472323775291443,"座, 个, 种","-0.7472, -0.8414, -2.9916"
118,后面 那 [MASK]  黄 围脖 的 祝 她 快乐 吧,个,个,-0.288504958152771,"个, 位, 些","-0.2885, -2.0880, -3.8109"
119,读 问好 灌水 表情 灌水 表情 灌水 表情 看到 yanzj 的 博文 一 [MASK] 飘 走 的 彩云 有感而发 的  。,朵,片,-1.1911988258361816,"片, 路, 起","-1.1912, -1.3425, -2.2436"
120,"兔年 的 最后 一 天 , 持续 感冒 中 , 我 已经 失去 嗅觉 , 估计 要 吃 一 [MASK] 食之无味 的  了",顿,顿,-1.1076881885528564,"顿, 口, 些","-1.1077, -1.6391, -1.8074"
121,发狼们 太 拽 了 寻遍木 有 开业 了 的 刚刚 全部 吹干 一 [MASK]  毛 累死 老娘 我 了 手臂 都 举 不 起来 了,头,堆,-1.9323605298995972,"堆, 根, 身","-1.9324, -1.9627, -2.1116"
122,"千 [MASK]  可惜 了 , 美女 老师 被 OOXX 男人 帮 恶夜 惊魂 天堂 口 大情人 疯狂 的 石头 我 的 娜塔莎 Hello 小姐 拿 什么 拯救 你 , 我 的 爱人 刀尖 上 行走 今夜 有 戏 欲望号 列车 写真 毒刺 疯狂 的 石头 青 木瓜 之 味 魔鬼 屠夫 香奈儿 的 秘密 情史",部,刀,-1.6815228462219238,"刀, 下, 点","-1.6815, -1.7558, -1.7962"
123,各位 过 [MASK] 好  啊 。,个,节,-0.7941343784332275,"节, 个, 头","-0.7941, -1.5471, -3.0887"
124,"父亲 给 小 米 买 了 双 皮鞋 , 一 [MASK]  之后 爸爸 问 小米 新 鞋 买 了 , 怎么 不 见 你 穿 呀 ?",个,次,-1.815354347229004,"次, 路, 双","-1.8154, -1.8555, -1.8930"
125,"身 未 动 , 心 已 远 , 在 风景 展区 发布 20 [MASK] ",组,次,-2.7361910343170166,"次, 号, 发","-2.7362, -2.9903, -3.1723"
126,"酒 搞 多 了 , 现在 醒 了 , 口干 舌躁 , 两 [MASK]  , 真 TM 爽 !",杯,杯,-1.2206861972808838,"杯, 口, 次","-1.2207, -2.3311, -2.3750"
127,"六味 地黄丸 , 你丸 我 也丸 , 一 天 六十 [MASK] ,  有 冲劲儿 不 来 一 发么 ?",粒,粒,-0.8963813185691833,"粒, 片, 袋","-0.8964, -2.2839, -2.3068"
128,"爹娘 给 我 上 了 堂课 , 主题 是 我 要 嫁 [MASK] 什么样 的  。",个,个,-0.001931564649567008,"个, 位, 些","-0.0019, -7.1358, -7.6223"
129,"但是 两 [MASK] 之间  了 六 年 , 结构 已经 荡然无存 。",卷,个,-1.2628060579299927,"个, 家, 代","-1.2628, -2.1824, -2.9040"
130,激动 到 我 TV 第三 [MASK]  !,季,季,-1.4346914291381836,"季, 集, 名","-1.4347, -2.1153, -2.2453"
131,"刚刚 在 德克萨斯 扑克 游戏 中 与 同桌 PK , 以 一 [MASK] 葫芦  赢取 了 2080 筹码 !",手,个,-0.7237733602523804,"个, 根, 条","-0.7238, -1.8966, -2.4097"
132,刚才 出门 走 一 [MASK] 去 邮局 的  是 对 的 人家 今天 最后 一 天 班 我 不仅 买到 了 邮票 还 把 信 和 明信片 放 在 了 邮局 那 没有 风吹雨淋 的 邮箱 里 不过 估计 人家 年 后 才 会 寄 得 出去 了 。,遭,趟,-0.8025745749473572,"趟, 圈, 步","-0.8026, -1.4964, -2.2376"
133,见 着 [MASK] 学 的 好 不 如 嫁 的 好 的 活 例 咳 太 负面 太 负面 ,个,个,-0.3691689372062683,"个, 面, 些","-0.3692, -2.6638, -2.7548"
134,"要 把 它 过得 尽量 像 自己 想要 的 那 [MASK]  , 才 对",个,样,-0.0033753192983567715,"样, 种, 般","-0.0034, -6.4156, -6.6824"
135,"一 [MASK]  拖完 , 累",口,次,-1.1015164852142334,"次, 个, 路","-1.1015, -1.5859, -3.0637"
136,总结 一 [MASK]  正 !,个,下,-0.4067281186580658,"下, 个, 点","-0.4067, -2.0851, -2.2682"
137,一 [MASK]  那 木 早 回家 好 冷呐,个,个,-2.0482208728790283,"个, 路, 点","-2.0482, -2.2539, -2.4113"
138,"冷 到 发抖 , 但是 打开 衣柜 又 不 想 穿 那件 羽绒服 , 于是 下 一 [MASK]  汤圆 , 结果 一 吃 , 顿时 整个 人 火 起来 热 !",楼,个,-0.601588249206543,"个, 碗, 盘","-0.6016, -2.1057, -3.2691"
139,地球 上 两 [MASK]  能 相遇 不 容易 作 不 成 你 的 情人 我 仍 感激,个,个,-0.7194452881813049,"个, 只, 位","-0.7194, -2.1392, -2.3613"
