id,tagged,classifier
LWC_3404532338224765_02,"小 七 祝 大家 好 事 接 2 连 3 , 心情 4 _ 如春 , 生活 5 颜 6 色 , 7 彩 缤纷 , 偶尔 8 点 小 财 , 烦恼 抛 到 9 霄 云外 !",季
LWC_3404058032957265_01,我 那 天 突然 翻到 于江 给 我们 写 得 信 有 _ 笑话 是 恁哎 的 有 一 天 1 看到 j 问 食堂 排队 的 人 长 不 长 然后 j 就 说 不 长 但是 好 粗 喔 哈哈 她 那个 时候 好 可爱喔,个
LWC_3407010848935241_01,第一 _ 3 点 痛醒 何 其 悲惨,次
LWC_3401456930412735_01,被迫 参加 一口气 喝掉 一 _ 可乐 比赛 的 可怜 小 朋友 。,罐
LWC_3405067828377082_01,"一 _ 爱笑 的 女孩 , Aom 不 笑 的 时候 都 那么 漂亮 , 笑 起来 简直 美死 了 !",个
LWC_3401174176869509_01,"剪 左 _ 好 难 看 的 头发 , 快快 长 啊 , 怎么 办 , 我 输 了 一 票 , , ,",个
UCLA_G_17050_04,"在 10 岁 时 , 沃兹尼克 就 自己 设计 并 组装 了 一 _ 晶体管 收音机 。",台
LWC_3400922878048645_01,"半 _ 小时 了 , 还是 打 不 到 车 !",个
LWC_3400874380311994_03,"如果 有 这样 一 _ 人 , 我 会 爱 他 !",个
LWC_3403388508853535_01,"武警 部队 已 列装 四 _ 野战 宣传 文化 装备 新华网 消息 金秋 时节 , 当 文化 一 词 成为 国人 关注 焦点 之际 , 记者 来到 威名 远播 的 英雄 皮旅 武警 驻 无锡 某师 , 探寻 和 感受 当今 中国 警营 基层 官兵 的 文化 生活 。",级
LWC_3407273737876798_01,"分享 一 _ 投票 韩国 各 大 组合 队长 人气 比拼 第六 期 9 进 8 给 大家 , 欢迎 大家 来 投票 !",个
LWC_3405919717339875_01,"以前 信奉 的 是 不 在 一 _ 树 上 吊死 , 走 了 很久 后 发现 却 在 树林 里 迷失 了",棵
LWC_3405564397176518_01,大年初三 冷 雨夜 两 _ 傻婆行 系 路 中间 求撞 。,个
LWC_3405252707633364_03,"这个 年 过 得 真 忙碌 家 里 的 空调 二十四 小时 开 室温 也 只有 十五 度 , 于是 我 又 开始 埋怨 装修 时候 的 这 的 那 的 真 想 买 _ 小 太阳 对 着 烤 !",个
LWC_3404059275010353_01,收到 让 有 _ 减肥 的 胖子 骑 着 卡拉车 送来 的 衣服 啦 真心 性感 啊 !,个
LWC_3404851675903708_01,"今年 七月 , 当 我 打开 我 国内 的 号码 , 我 希望 会 是 上 百 _ 短信",条
LWC_3403260566365580_02,"本来 以为 看 两 _ 格蕾 , 再 喝 杯水 就 到 了 , 结果 看 完 格蕾 喝完 水 我 就 不 行 了 继 晕车晕 火车 后 , 我 竟然 晕机 !",集
LCMC_E31_0002_01,"家庭 是 孩子 成长 的 摇篮 , 父母 是 孩子 的 第一 _ 教师 。",任
LWC_3404428512591626_01,其实 两 _ 人 在一起 彼此 之间 一定 要 互相 信任 。,个
LWC_3401951347835778_01,"book 到位 , 下 _ 放假 先 去 啦 。",次
LWC_3401684850511167_01,"瘦 腿 零 负担 每 天 晚上 , 放 一 _ 热水 , 水温 不 宜 过 高 , 将 腿 浸泡 1015 分钟 。",盆
LWC_3405407252927601_01,"这些 天 宝宝 白天 总是 很 难 哄 , 不 爱 自己 玩 不 爱笑 不 爱 说话 , 今天 是 姥姥 抱 着 睡 的 , 上午 就 开始 睡 , 一 觉 就 是 四 _ 小时 , 醒来 之后 又 笑 又 玩 , 真好 !",个
LWC_3404779449400079_01,"让 我们 来 猜测 这 _ 牲口 级别 的 牛人 最后 的 策略 他 能否 攻破 第十 道题 , 他 怎么 冲刺 !",位
LWC_3404683702187411_01,"北方 每 年 都 要 给 老 祖宗 烧 _ 钱 , 放放炮",点
LWC_3401387711326036_01,没 多久 就 要 去 _ 厕所 !,趟
LWC_3404187033842566_01,"绵绵 细雨 晨 , 漫漫 人生路 _ 情谊 深 , 淡淡 品味 真 。",丝
LWC_3403462333196093_01,"快 看 最新 一 集火影 漫画 , 九 _ 正式 认可 鸣 人 了 !",尾
LWC_3405472365536241_02,还 有 这 一 _ 一如既往 让 我 听 不 真切 的 英语,口
LWC_3403492790853899_01,赵薇 还 算 一 _ 演员 吗 ?,线
LWC_3406543548978808_01,睡 到 现在 好 强大 阿熬夜 通宵 的 人 伤 不 起 伤 不 起 今晚 又 不 用 睡 了妹 了 _ 夫 的,个
LWC_3399709484317497_01,"这里 一 _ 人好 混乱 的 , 胜迪 你 快点 来 !",堆
LWC_3401228134936169_02,"到 是 虚伪 自私 的 动物 , 没有 一 _ 人 可以 爱 别人 多 嘎爱 自己 , 那 满口 的 谎言 , 又 或许 让 人 觉得 幸福 , 一旦 谎言 被 拆穿 , 那些 到 变得 虚伪 , 虚 伪 得 让 我 觉得 恶心",个
LWC_3403382511388384_01,搞 半 天 九 _ 叫 九 喇嘛 。,尾
LWC_3401232079620208_02,"朋友 趾高气昂 的 拍拍 肚子 说 , 就 当 里面 多 了 _ 蛋黄儿 。",个
LWC_3400853278982837_01,"我 刚刚 在 爱 问 共 享 资料 上 传 了 资料 , 欢迎 大家 下载 分享 C0204 傅立叶 选集 第二 _ pdf 更 多",卷
LWC_3402665041832458_01,哎 又 是 一 _ 通天亮,个
LWC_3400058503959885_01,"最近 流行 盼望 明君 能 臣 , 寄望 人品 运气 改变 中国 , 昨友人 举例 张居正 一 _ 鞭法 让 明朝 进步 。",条
LWC_3404168721316471_01,"汕头 , 姐肥 来 了 , 坐上 第一 _ 公车 , 不得不 说 , 汕头 的 公车 真 破 。",班
LWC_3405748770160643_01,"三亚 免税店 , 人山人海 , 这 _ 排 的 真 长 。",队
LWC_3403659729890143_01,"这 是 一 _ 新 的 微博 朋友 , 电商 的 , 求 大家 关注 !",个
LWC_3402050067796735_01,加 了 三 _ 车厢,节
LWC_3402104475603045_02,"好 惨 啊 , 5 _ 一 机会 都 中 捂到 奖 , 得 份 朱古力 安慰 奖 。",分
LWC_3401905350956215_01,你 _ 扑街仔 黄绿 医生 吓 到 我 喊 左 。,个
LWC_3402170101662170_02,"所以 不 好意思 要 先 借用 一下妳 的 照片 写 _ 预告 了 哦 , 敬请 期待 !",个
LWC_3403178303655079_01,若 你 想 哭 停顿 一下 请 把 我 的 这 _ 话 在 脑子 里 反复 读 下去 今时 不同 往日 读到 你 的 泪水 干 了 你 就 懂 了 。,句
LWC_3404995913350746_01,"对 我 来说 做饭 一直 就 跟 吃饭 一样 简单 , 但是 因为 懒 得 做 , 直接 导致 在 美国 一年半 没有 好好 做 过 一 _ 中国 菜 。",顿
LWC_3405370322068306_02,"群号 208176478 , 只要 是 玩 摇滚 爱 摇滚 的 高中生 , 都 速速 加入 吧 大家 帮忙 转起 , 扩散 给 身边 每 一 _ 玩 摇滚 的 朋友 !",个
LWC_3405318833191107_01,"大年初二 , 训咗 几 _ 钟 又 爬 起身 返 老爷 屋 企 , 系咯 , 唔系 返 外 家吖",个
LWC_3400572779157327_01,某 _ 瞬间 青春 戛然而止,个
LWC_3405984905263945_01,"不管 了 , 爱咋 地 咋地 , 一 _ 人 过 的 最 好看 动漫 去 看 动漫 去 作业 神马 的 一会儿 再 说 !",个
LWC_3402329737154981_01,真的 好 累 一 _ 床 就 要 出去 WeicoLomo,起
LWC_3402923088350036_02,这 几 天 一直 在 吃 这 两 _ 东西,样
LWC_3403328782824281_01,新 一 _ 的 吃 欲 貌似 又 挑头 了 !,轮
LWC_3400427284630079_05,那 _ 人 会 出现 的 !,个
LWC_3405540665428089_01,"哇塞 今天 打 斯诺克 , 做 了 一 _ 我 自己 都 无法 想象 的 球 , 对面 崩溃 , 只 能 把 白 球 捅 进洞 , 哎 QQ 这个 应该 管管",杆
LWC_3402534435793439_02,"刚刚 发现 的 , 在 页面 右上方 有 一 _ 梅花树 呢 , 上面 点缀 着 红红 的 梅花 , 看上去 很 漂亮 , 心情 也 会 变好 呢",棵
LWC_3405842797990285_01,"好 想好 想稳人 陪 我 去 吃拧 _ 日式 蛋 包饭 啊 , 好 想 吃 啊 。",个
LWC_3403485481671321_01,上传 了 7 _ 照片 到 相册 纯纯 的 爱恋,张
LWC_3401325798820502_01,"这 两 天 遇到 第三 _ 交通 事故 了 , 大过 年 的 , 希望 人 没事 , 大 车 烧 空 了 好像",个
LWC_3402271493651248_04,开 了 _ 酒版 喝 了 。,支
LWC_3402955737239521_01,"2012116 , 彻夜 难眠 , 一 林 到 买 左 手机 , 一 _ 钱 都 无 , 生活 受到 威胁 , 就 觉得 后 悔 啦 !",分
LWC_3403489053170719_01,"手机 掉 了 , 里面 哪怕 有 再 重要 的 资料 , 报案 不 说 是 被 偷 的 , 人民 警察 死活 都 不 肯 帮忙 哪怕 只 要 一 _ 电话 就 能 找回 。",个
LWC_3402471118831943_01,至今 我 还 后怕 的 那 _ 橙汁 !,个
LWC_3400893602830405_02,"2 你 可以 是 一 _ 风景 , 没 必要 总是 仰视 别人 而 叹息 自己 。",道
LWC_3403339406968905_01,忙碌 了 一 天 多么 辛苦 呀 追 了 四 _ 心情 有点 沉重 了 笑点 只 是 插曲 主 旋律 还是 令 人 发指 的 现实 猛 啊 猛 你 咋变 成 这样,集
LWC_3400530133277127_01,"啊啊 啊 , 第一 _ 这么 早",次
LWC_3404518098588579_01,"珠海 天气 20120122 早 今天 星期日 , 珠海 白天 到 夜间 小 雨 , 气温 148 , 北风 34 _ 明天 小 雨 , 气温 118 。",级
LWC_3406528403343431_02,"一 _ 月 后 , 我们 依然 什么 都 不 是 。",个
LWC_3399931180783964_02,"还是 做 人 值得 被 信任 总 有 被 咨询 的 需要 , 无奈 有时 自身 能力 不足 , 无法 给予 答案 , 到 这 _ 感觉 很 幸福 。",种
LWC_3404675925168322_01,"仅 半天 没 照理 手机 , 竟 一下 收到 二百多 _ 祝愿 和 拜年 , 很 感动 呀 。",条
LWC_3400201914100411_01,"候车室 的 书店 看到 一 _ 感 兴趣 的 书 , 准备 寒假 拿 回去 实践 一下",本
LWC_3400914812052753_01,"闹钟 七 点 就 响 了 , 我 还 在 被窝 里 下 决心 , 我 就 是 _ 意志 薄弱 的 人 , 一 想到 又 是 一 天 的 大会 , 更 不 想 起床 了",个
LWC_3405154520954873_01,过 了 二十 年 浑浑 噩噩 一 事 无成 的 日子 之后 我 希望 可以 改善 下 这 _ 糟糕 情况 不 要 再 这么 混账 下去 了 !,种
LWC_3405271818699961_01,很 奇怪 当 听到 那 _ 话 的 时候 我 为什么 会 笑 那么 久,句
LWC_3404241693649635_02,我 在 这 拜 _ 早年 mk 拜年 mk 拜 年,个
LWC_3403191666593692_01,视频 打工仔 建 15 _ 别墅 赠送 村民 入住 过 新年 分享 自,栋
LWC_3401687263990990_01,帮 爸爸 买 的 彩票 二 _ 奖 不过 阿爸 说 那 是 我 下下 学期 的 学费,等
LWC_3405834258300144_01,明天 还 有 一 大 _ 旅途 呢 。,段
LWC_3404401287291278_01,吃 了 一 _ 泰诺 晕乎乎 的 困醒 去 这 该 是 多 幸福 的 事情吖,粒
LWC_3403048800425657_01,哈哈哈 笑死 了姐 今天 也 切 了 一 _ 愤怒 的 甜椒 好 愤怒 的 样子 。,个
LWC_3403538618907860_01,这样 好吗 一 _ 方便面 加 茶蛋 给 我 吃 撑 了,袋
LWC_3403497338954053_01,"世界 最 有名 的 四 _ 塔类 建筑物 埃菲尔 铁塔 台北 101 东京 铁塔 迪拜塔 , 你 想去 哪里 ?",幢
LWC_3405088356279043_02,后面 那 _ 戴 黄 围脖 的 祝 她 快乐 吧,个
LWC_3403173202956712_01,读 问好 灌水 表情 灌水 表情 灌水 表情 看到 yanzj 的 博文 一 _ 飘 走 的 彩云 有感而发 的 评论 。,朵
LWC_3404603222046046_01,"兔年 的 最后 一 天 , 持续 感冒 中 , 我 已经 失去 嗅觉 , 估计 要 吃 一 _ 食之无味 的 年夜饭 了",顿
LWC_3406595717711481_02,发狼们 太 拽 了 寻遍木 有 开业 了 的 刚刚 全部 吹干 一 _ 辣 毛 累死 老娘 我 了 手臂 都 举 不 起来 了,头
LWC_3401547543688894_01,"千 _ 激情片 可惜 了 , 美女 老师 被 OOXX 男人 帮 恶夜 惊魂 天堂 口 大情人 疯狂 的 石头 我 的 娜塔莎 Hello 小姐 拿 什么 拯救 你 , 我 的 爱人 刀尖 上 行走 今夜 有 戏 欲望号 列车 写真 毒刺 疯狂 的 石头 青 木瓜 之 味 魔鬼 屠夫 香奈儿 的 秘密 情史",部
LWC_3401990567353226_02,各位 过 _ 好 年 啊 。,个
LWC_3401367286915454_01,"父亲 给 小 米 买 了 双 皮鞋 , 一 _ 星期 之后 爸爸 问 小米 新 鞋 买 了 , 怎么 不 见 你 穿 呀 ?",个
LWC_3404258793340652_02,"身 未 动 , 心 已 远 , 在 风景 展区 发布 20 _ 作品",组
LWC_3405229058378145_01,"酒 搞 多 了 , 现在 醒 了 , 口干 舌躁 , 两 _ 果汁 , 真 TM 爽 !",杯
LWC_3403871143997184_01,"六味 地黄丸 , 你丸 我 也丸 , 一 天 六十 _ , 发发 有 冲劲儿 不 来 一 发么 ?",粒
LWC_3402953052710736_01,"爹娘 给 我 上 了 堂课 , 主题 是 我 要 嫁 _ 什么样 的 人 。",个
LWC_3403763249446586_02,"但是 两 _ 之间 拖 了 六 年 , 结构 已经 荡然无存 。",卷
LWC_3406184763958213_03,激动 到 我 TV 第三 _ 到来 !,季
LWC_3404387957528902_01,"刚刚 在 德克萨斯 扑克 游戏 中 与 同桌 PK , 以 一 _ 葫芦 牌型 赢取 了 2080 筹码 !",手
LWC_3404313416489292_01,刚才 出门 走 一 _ 去 邮局 的 决定 是 对 的 人家 今天 最后 一 天 班 我 不仅 买到 了 邮票 还 把 信 和 明信片 放 在 了 邮局 那 没有 风吹雨淋 的 邮箱 里 不过 估计 人家 年 后 才 会 寄 得 出去 了 。,遭
LWC_3406458375254936_01,见 着 _ 学 的 好 不 如 嫁 的 好 的 活 例 咳 太 负面 太 负面 阿弥陀佛,个
LWC_3407101973498364_02,"要 把 它 过得 尽量 像 自己 想要 的 那 _ 样子 , 才 对",个
LWC_3400034713037205_01,"一 _ 气 拖完 , 累",口
LWC_3404349386830970_02,总结 一 _ 字 正 !,个
LWC_3405647685634026_01,一 _ 人 那 木 早 回家 好 冷呐,个
LWC_3404941546960163_02,"冷 到 发抖 , 但是 打开 衣柜 又 不 想 穿 那件 羽绒服 , 于是 下 一 _ 吃 汤圆 , 结果 一 吃 , 顿时 整个 人 火 起来 热 !",楼
LWC_3404128594535079_01,地球 上 两 _ 人 能 相遇 不 容易 作 不 成 你 的 情人 我 仍 感激,个
LWC_3406556723071741_01,"两 _ 寂寞 嘅男人 系 度 饮野 , 倾 到 无野 倾 开始 倾 魔兽 世界 为了 部落",个
LWC_3401754499395474_01,我 参与 了 想 khuntoria 或 其中 一 _ 亲临 快乐 大 本营 ?,员
LWC_3403484151671787_03,"2 常州市 武进区 6 _ 地块 新年 打头阵 , 土地 出让 向 乡镇 蔓延 。",宗
LWC_3401315554382809_01,新手 司机 的 72 _ 错误 留 着 等 自己 买车 的 时候 能 用 的 上 。,个
LWC_3402093929012812_01,"亲爱 的 们来 听 首 歌 吧 , 一 开始 我 还 以为 是 胡 歌唱 的 确实 挺 好听 的 TVT 但是 带 不 回宫 1 的 那 _ 感觉 了 听 哭 了 我 也 不 知道 为何 何晟铭佛 说",种
LWC_3404670108538932_01,那 人 说 我 七 年 后 会 有 一 _ 大 作为 会 吗,番
LWC_3406459372817182_01,海鸟 跟 鱼 相爱 只 是 一 _ 意外,场
LWC_3406010263654230_03,"如果 没有 强大 的 有 公民 意识 的 中产 阶级 的话 , 导致 的 结果 很 可能 不 是 积极 的 治理 而 是 一 _ 暴民 治理 。",个
LWC_3405646515286621_01,这 几 天 来 家 里 拜年 送礼 的 较 多 刚才 发现 一 _ 蒙 牛 纯 牛奶 我 勒个去,箱
LWC_3404032087592381_01,今年 照 的 第一 _ 照片 !,张
LWC_3401730055138466_01,据说 现在 三 _ 之 家 到手 月 收入 在 1W 到 1W5 的 家庭 幸福 指数 最高 。,口
LWC_3404819173946650_02,"小 明 怎么 都 想 不 出来 , 一 看 答案 只 见 上面 写 的 是 一 _ 害羞 的 斑马 !",匹
LWC_3403176797883793_01,"连 他 都 这样 说 我 真的 很 伤心 , 我 不 是 没有 反省 我 也 知道 我 说话 不 经过 大脑 , 但是 竟然 没有 一 _ 人 理解 我 , 真的 很 伤心",个
LWC_3404584557011441_01,"喝 了 一 _ 红酒 就 有 点晕 , 我 没有 这么 水货 吧 ?",杯
LWC_3405168583994280_01,20120124 第一 _ 这 大半夜 地 。,记
LWC_3400581878570528_02,"这个 问题 隔天 被 愤怒 的 斑竹 删掉 了 , 于是 有 人 建议 发贴者 如果 你 觉得 有 气 的话 , 给 斑竹 发 _ AIDS 病毒 把 他 毒死",个
LWC_3405082018650197_02,它 歸類 在 反 物質 Anti Matter 的 那組 照片 中從 第四 _ 左 二 進去 。,排
LWC_3404026578467881_04,我 各 _ 圆满 了,种
LWC_3406509659110774_01,我 在 这里 浦东 国际 机场 1 _ 航站楼 出发 相当 的 奢华,号
LWC_3402709241949686_01,中间 要 行驶 14 _ 小时 才 能 到 北京,个
LWC_3403312534020789_04,"男人 , 永远 不 懂得 好好 守护 那 _ 跟 自己 同 甘 共苦 的 女人 。",个
LWC_3405707443873917_01,"好久 没 晒 太阳 了 , 伸 _ 懒 腰 晒晒 太阳 , 好 舒服 !",个
LWC_3404764840750502_01,"家 里 感觉 真 好 , 哈哈 给 大家 拜 _ 早年 ,",个
LWC_3400089806540651_01,一 _ 没有 爱 过 的 人 是 没有 资格 谈论 爱 的 。,个
LWC_3406174710297061_01,有些 人 不 用 付出 就 可以 得到 想要 的 又 有些 人 就算 付出 多 大 也 未 必 能 得到 半個小時 的 淚水 足以 我 訴出 多 年 的 委屈 謝謝媽媽 開學 一 個月 我會 做好 自己 給你 看 算是 爲了 某些 東西去 努力 爭取 一 _ 嗎,次
LWC_3404046679161907_05,IP 地址 的 表示 方法 有 两 _ 二进制 和 点 分 十 进制 。,种
LWC_3403196171225854_01,"只要 衣服 没有 线头 没有 开裂 没有 破损 , 那么 当 男人 看到 一 _ 好 身材 贴身 穿 着 它 时 , 他 永远 不 会 去 想 它 是 啥材料 啥品牌 多少 钱 做工 怎样 。",幅
LWC_3405559976240596_01,分 不 开心 的 一 _ 晚上,个
LWC_3405021398416678_01,今日 细佬 穿 了 _ 李民浩 在 城市 猎人 里面 的 类似 风衣 的 衣服 。,件
LWC_3402409026187023_01,"左侧 从下 数 第一 和 二 _ 肋骨 前面 的 肌肉 一 抽 一 抽 的 疼 , 是 为啥 呢 ?",根
LWC_3402756050409503_01,讨厌 一 _ 人 也许 只 需要 一 瞬间,个
LWC_3402845174722244_01,"身价 计算 报告 , 你 现在 的 身价 是 39 万 , 身价 状态 每 年 210 _ 的 速度 上涨 快来 算算 你 的 身价 吧 !",分
LWC_3401078341104300_01,"外面 已经 亮起 灯 , 十月 的 夜晚 , 你 在 归家 路 上 听 着 张楚 的 城市 之 光 穿 过 你 的 城市 , 对面 有 一 _ 火车 驶过 。",列
LWC_3401748979599626_01,就 上面 一 _ 球 三十五,个
LWC_3403728281550956_03,"另外 , 每 月 还 将 有 300 _ 自己 微博 的 短信 提醒 , 包括 新 粉丝 新 评论 新 私信 的 通知 。",条
LWC_3405901840616095_01,欢乐 马戏团 之 三 _ 小丑,个
LWC_3403989301721408_01,吃完 这 _ 开始 减肥 !,碗
LWC_3401707434860281_01,"顶 看错 了 , 买 了 _ 草莓 的 !",个
LWC_3404371603269283_01,"这 _ 路况 不管 你 伤 得 起 不 , 反正 我 伤 不 起 !",种
LWC_3405299522209243_01,"昨晚 做 夢夢 到 一 _ 話沒 有 你 , 地球 會運轉 得 更 快 高士喬 。",句
LWC_3405060484376282_01,"三十 晚 小 墩竟然 画 了 一 _ 完整 的 画 , 我 当时 就 泪 奔 了 。",副
LWC_3406011060253959_01,小心 6 _ 乌龙 搭配 易 引起 疾病 1 海鲜 与 啤酒 搭配 食用 容易 诱发 痛风 。,种
LWC_3404374569524080_01,"妈咪 说 抹 _ 灰 还 喊 累 , 以后 嫁人 怎么 办 。",个
LWC_3402042052627680_01,没有 一 _ 阳光 的 天气 真 讨厌,丝
LWC_3403466053540820_01,可能 毁掉 我们 的 十 _ 东西 一 没有 责任感 的 享乐 二 不 劳 而 获 的 财富 三 没有 是非 观念 的 知识 四 不 道德 的 生意 五 没有 人性 的 科学 六 没有 牺牲 的 崇拜 七随性 而 出 的 暴躁 八 没有 理性 的 盲从九 没有 克制 的 喜欢 十 恣意 付出 的 恋爱 。,样
LWC_3404589032403757_03,拜年 了 祝 龙年 顺顺 畅畅 一 _ 龙 !,条
LWC_3401466263582260_01,"小 超市 里 前前后后 几 _ 排队 结账 的 人 , 手 里 都 拿 着 泡面 , 当然 也 包括 我 。",个
LWC_3401705819793105_01,"我 一 _ 人 跳舞 , 从 清晨 到 日暮 。",个
LWC_3406234785021126_04,"试问 有 边 日 会 五 _ 黑黑 , 叫 都 五 应 啊 。",面
LWC_3401635565486982_03,"我 说 喝 了 一 _ 稀饭 , 护士 说 你 这 是 饿 的 胃痛 。",碗
LWC_3405689351957169_03,可 见 团结 的 重要 如果 几 _ 舅 能够 团结 一心 白 家 早 都 兴盛 起来 了 !,个
LWC_3406194238701732_01,"哥俩 好 类 , 来 一 _ 类 干杯 bofu 拜年",口
LWC_3406362988218952_01,55555 介是 肿么 一 _ 事 嘛 !,回
LWC_3404891232259321_01,"领到 这么 大 一 _ 红包 , 太 给力 了 !",个
LWC_3402901131196296_01,"就 情爱 而 言 , 最 悲惨 的 不 是 目光 相遇 一 人 停留 一 人 做 着 穿越 而 是 两 _ 孤独 脆弱 的 灵魂 电光 火石 相互 催眠 , 而 瞬间 即 醒 。",个
LWC_3403945995577769_01,哈哈 原来 我们 家 的 家谱 编制 成 一 _ 书 了 不错 哈哈,本
LWC_3403957512209680_03,"错 , 是 我们 领导 的 嘴 , 尼玛 , 一 _ 话 把 我们 的 年终 奖 扣掉 一半",句
LWC_3403332367369776_01,好久 没 见 你 了 长大 了 不少 噢 三 _ 多 月 了,个
LWC_3402449643474169_01,同事 赵 老师 的 父亲 今晨 去世 周三 要 去 参加 葬礼 赵 老师 是 _ 非常 好 的 老师 !,个
LWC_3400481294384167_01,"大海 里 生活 着 一 _ 快乐 的 鲸鱼 , 它 很 爱 干净 , 天天 自己 喷水 洗淋浴 , 大家 纷纷 赞叹 它 多 讲 卫生 啊 !",条
LWC_3405188843186640_01,"吃 太 饱 睡 不 着 , 带 着 耳机 却 听到 心跳 , 每 一 _ 都 好像 巨人 走 过 颤动 着 身体 。",声
