new_index,sentence,target,top1_prediction,top1_log_probability,top3_predictions,top3_log_probabilities
11,"思念 , 猶如 一 [MASK] 鋒利 的 刻刀 , 刺入 心窩 , 再 也 拔 不 出來 了 。",把,把,-0.0194624662399292,"把, 根, 支","-0.0195, -5.3619, -5.5277"
12,可 乐 鸡翅 炖 排骨 美味 的 一 [MASK] WeicoLomo,餐,餐,-0.415008008480072,"餐, 道, 顿","-0.4150, -2.1116, -2.2459"
13,不过 提前 快 一 [MASK] 钟 交卷 的 感觉 真 不错 !,个,分,-0.018538184463977814,"分, 点, 个","-0.0185, -4.3853, -5.2546"
14,"于是 , 我 就 喝 了 一 [MASK] 黑芝麻糊 是 不 是 很 冷 ?",碗,杯,-0.9059185981750488,"杯, 口, 下","-0.9059, -1.2193, -2.2749"
15,"坐 在 舱 内 , 我 又 抬 起 头 , 透过 一 [MASK] 大大 的 防 激光 玻璃 , 我 又 看到 了 星空 , 依旧 是 那么 的 灿烂 。",扇,片,-1.1127204895019531,"片, 块, 面","-1.1127, -1.7097, -2.0718"
16,今天 拍 全 [MASK] 福咯 !,家,家,-0.00012672750744968653,"家, 场, 身","-0.0001, -10.4039, -10.4749"
17,"在 武汉 的 时候 我 总是 问 你 我 爱 你 你 爱 我 吗 , 每 [MASK] 听到 你 说 我 爱 你 的 时候 我 真 想 大 声 地 告诉 大家 你 是 我 的 , 这 就 是 我 表达 我 心 中 喜悦 的 方式 , 呵呵 , 很 蠢 !",次,次,-0.0017946363659575582,"次, 回, 个","-0.0018, -7.1188, -7.2986"
18,一 [MASK] 红豆 奶茶 。,杯,杯,-0.5410021543502808,"杯, 碗, 个","-0.5410, -1.7986, -2.2920"
19,"意大利 杏仁 红 茶 配 焦糖 布丁 , 绝赞 又 找到 一 [MASK] 搞 贵宾 活动 的 好 地方",个,个,-0.2878875434398651,"个, 家, 处","-0.2879, -1.6318, -3.6704"
20,这 [MASK] 药物 将 能 对抗 痴呆症 对人 的 影响 。,种,种,-0.7342856526374817,"种, 些, 类","-0.7343, -1.4069, -1.5720"
21,"难得 双方 家长 都 甘 开明 , 呢 [MASK] 拖 拍 得 真系 好 愉快 。",个,次,-0.840470552444458,"次, 个, 架","-0.8405, -2.3682, -2.6935"
22,"射手座 常 把 爱情 当成 一 [MASK] 游戏 , 喜欢 的 是 不 去 约束 他 的 人 。",场,场,-0.13142994046211243,"场, 种, 个","-0.1314, -2.6393, -3.4017"
23,"两 [MASK] 月 来 状态 一直 不 好 , 辞旧迎新 , 状态 得以 恢复 。",个,个,-0.00018735494813881814,"个, 本, 块","-0.0002, -9.9851, -11.0474"
24,我 在 这里 徐汇区 一 [MASK] 人 在 上海 好 无聊哦,个,个,-0.09378901869058609,"个, 家, 群","-0.0938, -2.7911, -4.0927"
25,"夏茗悠 8 记忆 中 的 阳光 总是 明亮 耀眼 , 使 人影 无处 藏身 , 哪怕 是 最 屈辱 最 悲伤 的 日子 , 湛蓝 如洗 的 天空 也 不 带 一 [MASK] 云彩 。",丝,丝,-0.2418203055858612,"丝, 片, 点","-0.2418, -2.3421, -2.6467"
26,"一 [MASK] 人 上班 , 下班 , 吃饭 , 睡觉 , 周末 回家 , 时间 仿佛 回到 了 一 年 前 , 却 又 似 不 一样 。",个,个,-0.05445634573698044,"个, 家, 群","-0.0545, -3.6652, -3.9857"
27,"哎 , 有点 想 我 的 室友 了 同 床 共 枕 过 的 张青 , 对床 的 晓青 , 还 有 早起 的 晓珍 , 高 二一 [MASK] 吃 饭 的 白杨",起,起,-0.09673018008470535,"起, 班, 次","-0.0967, -3.3515, -4.0461"
28,20111124 [MASK] DuaDua 风舞 誓死 改掉 拖延 症亲 。,盒,刀,-2.619899272918701,"刀, 季, 波","-2.6199, -2.8833, -3.2527"
29,"省 政协 委员 刘立平 昨天 向 记者 介绍 他 的 一 [MASK] 提案 , 建议 http t cn z0gjQlw 分享 自 这 不 能 搞 山寨",份,项,-1.0960192680358887,"项, 份, 些","-1.0960, -1.2715, -1.7328"
30,"用 热 脸 去 贴 别 [MASK] 冷屁股 , 只 能 说 自己 个人 犯贱 !",个,家,-0.8620777726173401,"家, 个, 处","-0.8621, -1.6944, -2.1952"
31,虽 说 鸥翼 真的 是 [MASK] 大 美人 !,个,个,-0.07509006559848785,"个, 位, 张","-0.0751, -2.8130, -5.9015"
32,"我 的 人生 , 就 像 眼影 一樣 的 弧度 , 画成 一 [MASK] 不 怕 枯萎 的 葉子 , 無論颳風 暴雨 , 衹要 還剩 一口氣 , 我還 是 堅持 走 自己 的 路 , 微笑 地 面對 所有人 的 目光 与 論語 , 讓別 人 說去 。",片,片,-0.27923956513404846,"片, 朵, 棵","-0.2792, -2.6808, -3.2009"
33,好在 有 俄 的 小 3 [MASK] 帮 拖 不然 真的 死 了 不过 还 是 差,门,帮,-0.6523205041885376,"帮, 号, 手","-0.6523, -1.6657, -3.1510"
34,"努力 了 整个 下午 , 加上 老屋 , 一共 贴 了 四 [MASK] 对联 。",副,副,-0.7918621301651001,"副, 幅, 个","-0.7919, -1.3420, -2.5143"
35,我 想 换 [MASK] 微博 名字 。,个,个,-0.007384137250483036,"个, 下, 回","-0.0074, -5.9088, -6.4836"
36,"小 七 祝 大家 好 事 接 2 连 3 , 心情 4 [MASK] 如春 , 生活 5 颜 6 色 , 7 彩 缤纷 , 偶尔 8 点 小 财 , 烦恼 抛 到 9 霄 云外 !",季,季,-0.16136568784713745,"季, 面, 眼","-0.1614, -3.0006, -3.7330"
37,我 那 天 突然 翻到 于江 给 我们 写 得 信 有 [MASK] 笑话 是 恁哎 的 有 一 天 1 看到 j 问 食堂 排队 的 人 长 不 长 然后 j 就 说 不 长 但是 好 粗 喔 哈哈 她 那个 时候 好 可爱喔,个,个,-0.1855611354112625,"个, 句, 些","-0.1856, -2.3713, -3.4000"
38,第一 [MASK] 3 点 痛醒 何 其 悲惨,次,集,-1.2119032144546509,"集, 章, 次","-1.2119, -1.4327, -2.1066"
39,被迫 参加 一口气 喝掉 一 [MASK] 可乐 比赛 的 可怜 小 朋友 。,罐,瓶,-0.9121671319007874,"瓶, 杯, 罐","-0.9122, -0.9856, -1.8566"
40,"一 [MASK] 爱笑 的 女孩 , Aom 不 笑 的 时候 都 那么 漂亮 , 笑 起来 简直 美死 了 !",个,个,-0.0476335734128952,"个, 位, 群","-0.0476, -3.8463, -4.5124"
41,"剪 左 [MASK] 好 难 看 的 头发 , 快快 长 啊 , 怎么 办 , 我 输 了 一 票 , , ,",个,眼,-0.9839640259742737,"眼, 手, 脸","-0.9840, -1.2807, -2.5894"
42,"在 10 岁 时 , 沃兹尼克 就 自己 设计 并 组装 了 一 [MASK] 晶体管 收音机 。",台,台,-0.3337740898132324,"台, 个, 部","-0.3338, -2.2036, -2.5040"
43,"半 [MASK] 小时 了 , 还是 打 不 到 车 !",个,个,-5.376483386498876e-05,"个, 点, 把","-0.0001, -10.9795, -11.3660"
44,"如果 有 这样 一 [MASK] 人 , 我 会 爱 他 !",个,个,-0.0048515875823795795,"个, 种, 位","-0.0049, -5.6743, -7.8380"
45,"武警 部队 已 列装 四 [MASK] 野战 宣传 文化 装备 新华网 消息 金秋 时节 , 当 文化 一 词 成为 国人 关注 焦点 之际 , 记者 来到 威名 远播 的 英雄 皮旅 武警 驻 无锡 某师 , 探寻 和 感受 当今 中国 警营 基层 官兵 的 文化 生活 。",级,种,-0.6557100415229797,"种, 批, 套","-0.6557, -1.9807, -2.5255"
46,"分享 一 [MASK] 投票 韩国 各 大 组合 队长 人气 比拼 第六 期 9 进 8 给 大家 , 欢迎 大家 来 投票 !",个,下,-0.2809169292449951,"下, 起, 次","-0.2809, -2.1854, -3.1434"
47,"以前 信奉 的 是 不 在 一 [MASK] 树 上 吊死 , 走 了 很久 后 发现 却 在 树林 里 迷失 了",棵,棵,-0.07337727397680283,"棵, 颗, 个","-0.0734, -3.0768, -5.1736"
48,大年初三 冷 雨夜 两 [MASK] 傻婆行 系 路 中间 求撞 。,个,个,-0.2155451774597168,"个, 位, 只","-0.2155, -2.7986, -3.6261"
49,"这个 年 过 得 真 忙碌 家 里 的 空调 二十四 小时 开 室温 也 只有 十五 度 , 于是 我 又 开始 埋怨 装修 时候 的 这 的 那 的 真 想 买 [MASK] 小 太阳 对 着 烤 !",个,个,-0.08342260122299194,"个, 只, 块","-0.0834, -4.1302, -4.3777"
50,收到 让 有 [MASK] 减肥 的 胖子 骑 着 卡拉车 送来 的 衣服 啦 真心 性感 啊 !,个,点,-0.41860127449035645,"点, 些, 家","-0.4186, -2.0290, -3.5016"
51,"今年 七月 , 当 我 打开 我 国内 的 号码 , 我 希望 会 是 上 百 [MASK] 短信",条,条,-0.12678880989551544,"条, 个, 封","-0.1268, -2.3963, -4.4749"
52,"本来 以为 看 两 [MASK] 格蕾 , 再 喝 杯水 就 到 了 , 结果 看 完 格蕾 喝完 水 我 就 不 行 了 继 晕车晕 火车 后 , 我 竟然 晕机 !",集,次,-1.1780245304107666,"次, 遍, 个","-1.1780, -1.3456, -2.1382"
53,"家庭 是 孩子 成长 的 摇篮 , 父母 是 孩子 的 第一 [MASK] 教师 。",任,任,-0.3408014178276062,"任, 位, 个","-0.3408, -2.2840, -2.3110"
54,其实 两 [MASK] 人 在一起 彼此 之间 一定 要 互相 信任 。,个,个,-0.008734592236578465,"个, 种, 家","-0.0087, -5.4622, -6.5412"
55,"book 到位 , 下 [MASK] 放假 先 去 啦 。",次,次,-0.16393287479877472,"次, 班, 个","-0.1639, -2.8190, -3.1959"
56,"瘦 腿 零 负担 每 天 晚上 , 放 一 [MASK] 热水 , 水温 不 宜 过 高 , 将 腿 浸泡 1015 分钟 。",盆,杯,-0.5124955177307129,"杯, 盆, 碗","-0.5125, -1.1983, -3.3701"
57,"这些 天 宝宝 白天 总是 很 难 哄 , 不 爱 自己 玩 不 爱笑 不 爱 说话 , 今天 是 姥姥 抱 着 睡 的 , 上午 就 开始 睡 , 一 觉 就 是 四 [MASK] 小时 , 醒来 之后 又 笑 又 玩 , 真好 !",个,个,-3.790927439695224e-05,"个, 点, 块","-0.0000, -11.4029, -12.4934"
58,"让 我们 来 猜测 这 [MASK] 牲口 级别 的 牛人 最后 的 策略 他 能否 攻破 第十 道题 , 他 怎么 冲刺 !",位,个,-0.4596864879131317,"个, 位, 名","-0.4597, -1.1178, -3.9589"
59,"北方 每 年 都 要 给 老 祖宗 烧 [MASK] 钱 , 放放炮",点,点,-0.6658318042755127,"点, 些, 个","-0.6658, -1.6040, -1.8472"
60,没 多久 就 要 去 [MASK] 厕所 !,趟,下,-1.1583682298660278,"下, 趟, 个","-1.1584, -1.6258, -1.7459"
61,"绵绵 细雨 晨 , 漫漫 人生路 [MASK] 情谊 深 , 淡淡 品味 真 。",丝,间,-1.953430414199829,"间, 等, 道","-1.9534, -2.5601, -2.6607"
62,"快 看 最新 一 集火影 漫画 , 九 [MASK] 正式 认可 鸣 人 了 !",尾,尾,-0.11916068941354752,"尾, 段, 族","-0.1192, -2.9199, -4.1167"
63,还 有 这 一 [MASK] 一如既往 让 我 听 不 真切 的 英语,口,句,-1.580842137336731,"句, 些, 段","-1.5808, -1.8561, -1.9620"
64,赵薇 还 算 一 [MASK] 演员 吗 ?,线,个,-0.3434221148490906,"个, 名, 位","-0.3434, -1.7910, -2.6637"
65,睡 到 现在 好 强大 阿熬夜 通宵 的 人 伤 不 起 伤 不 起 今晚 又 不 用 睡 了妹 了 [MASK] 夫 的,个,匹,-2.064255475997925,"匹, 帮, 等","-2.0643, -2.4203, -2.8532"
66,"这里 一 [MASK] 人好 混乱 的 , 胜迪 你 快点 来 !",堆,个,-1.3833403587341309,"个, 群, 行","-1.3833, -1.4244, -1.4386"
67,"到 是 虚伪 自私 的 动物 , 没有 一 [MASK] 人 可以 爱 别人 多 嘎爱 自己 , 那 满口 的 谎言 , 又 或许 让 人 觉得 幸福 , 一旦 谎言 被 拆穿 , 那些 到 变得 虚伪 , 虚 伪 得 让 我 觉得 恶心",个,个,-0.027659839019179344,"个, 种, 样","-0.0277, -3.7398, -7.7464"
68,搞 半 天 九 [MASK] 叫 九 喇嘛 。,尾,点,-1.4655125141143799,"点, 个, 号","-1.4655, -1.5462, -3.0699"
69,"朋友 趾高气昂 的 拍拍 肚子 说 , 就 当 里面 多 了 [MASK] 蛋黄儿 。",个,点,-1.0266155004501343,"点, 些, 个","-1.0266, -1.1354, -1.6195"
70,"我 刚刚 在 爱 问 共 享 资料 上 传 了 资料 , 欢迎 大家 下载 分享 C0204 傅立叶 选集 第二 [MASK] pdf 更 多",卷,卷,-0.8009061813354492,"卷, 版, 章","-0.8009, -1.7230, -2.2709"
71,哎 又 是 一 [MASK] 通天亮,个,个,-0.3878614008426666,"个, 声, 片","-0.3879, -2.4766, -2.8683"
72,"最近 流行 盼望 明君 能 臣 , 寄望 人品 运气 改变 中国 , 昨友人 举例 张居正 一 [MASK] 鞭法 让 明朝 进步 。",条,个,-1.3645652532577515,"个, 套, 种","-1.3646, -2.0445, -2.2989"
73,"汕头 , 姐肥 来 了 , 坐上 第一 [MASK] 公车 , 不得不 说 , 汕头 的 公车 真 破 。",班,班,-0.73183673620224,"班, 辆, 趟","-0.7318, -1.2059, -2.5171"
74,"三亚 免税店 , 人山人海 , 这 [MASK] 排 的 真 长 。",队,队,-1.4138513803482056,"队, 排, 个","-1.4139, -1.6384, -2.0752"
75,"这 是 一 [MASK] 新 的 微博 朋友 , 电商 的 , 求 大家 关注 !",个,个,-0.1661262959241867,"个, 条, 篇","-0.1661, -2.1098, -4.6528"
76,加 了 三 [MASK] 车厢,节,节,-0.1310189664363861,"节, 个, 组","-0.1310, -3.2395, -3.5587"
77,"好 惨 啊 , 5 [MASK] 一 机会 都 中 捂到 奖 , 得 份 朱古力 安慰 奖 。",分,次,-1.270032525062561,"次, 对, 个","-1.2700, -1.6996, -2.3440"
78,你 [MASK] 扑街仔 黄绿 医生 吓 到 我 喊 左 。,个,个,-0.6523935198783875,"个, 家, 等","-0.6524, -2.5282, -2.9033"
79,"所以 不 好意思 要 先 借用 一下妳 的 照片 写 [MASK] 预告 了 哦 , 敬请 期待 !",个,个,-0.6248720288276672,"个, 篇, 下","-0.6249, -1.7330, -2.1927"
80,若 你 想 哭 停顿 一下 请 把 我 的 这 [MASK] 话 在 脑子 里 反复 读 下去 今时 不同 往日 读到 你 的 泪水 干 了 你 就 懂 了 。,句,句,-0.2853665351867676,"句, 段, 些","-0.2854, -1.8968, -2.5076"
81,"对 我 来说 做饭 一直 就 跟 吃饭 一样 简单 , 但是 因为 懒 得 做 , 直接 导致 在 美国 一年半 没有 好好 做 过 一 [MASK] 中国 菜 。",顿,道,-1.098691463470459,"道, 次, 顿","-1.0987, -1.2655, -1.5786"
82,"群号 208176478 , 只要 是 玩 摇滚 爱 摇滚 的 高中生 , 都 速速 加入 吧 大家 帮忙 转起 , 扩散 给 身边 每 一 [MASK] 玩 摇滚 的 朋友 !",个,个,-0.4611881971359253,"个, 位, 群","-0.4612, -1.0185, -5.7670"
83,"大年初二 , 训咗 几 [MASK] 钟 又 爬 起身 返 老爷 屋 企 , 系咯 , 唔系 返 外 家吖",个,分,-0.13225503265857697,"分, 个, 点","-0.1323, -2.5199, -3.7593"
84,某 [MASK] 瞬间 青春 戛然而止,个,个,-0.3040481507778168,"个, 些, 种","-0.3040, -1.3540, -6.6480"
85,"不管 了 , 爱咋 地 咋地 , 一 [MASK] 人 过 的 最 好看 动漫 去 看 动漫 去 作业 神马 的 一会儿 再 说 !",个,个,-0.09036912769079208,"个, 家, 辈","-0.0904, -2.6603, -4.7600"
86,真的 好 累 一 [MASK] 床 就 要 出去 WeicoLomo,起,起,-0.033216096460819244,"起, 下, 回","-0.0332, -3.4460, -7.5011"
87,这 几 天 一直 在 吃 这 两 [MASK] 东西,样,种,-0.6844261884689331,"种, 样, 个","-0.6844, -1.2463, -2.1630"
88,新 一 [MASK] 的 吃 欲 貌似 又 挑头 了 !,轮,轮,-0.9398517608642578,"轮, 季, 次","-0.9399, -1.9433, -2.0711"
89,那 [MASK] 人 会 出现 的 !,个,个,-0.2228231430053711,"个, 些, 种","-0.2228, -2.0724, -3.2813"
90,"哇塞 今天 打 斯诺克 , 做 了 一 [MASK] 我 自己 都 无法 想象 的 球 , 对面 崩溃 , 只 能 把 白 球 捅 进洞 , 哎 QQ 这个 应该 管管",杆,个,-0.19367849826812744,"个, 些, 种","-0.1937, -3.3905, -4.2308"
91,"刚刚 发现 的 , 在 页面 右上方 有 一 [MASK] 梅花树 呢 , 上面 点缀 着 红红 的 梅花 , 看上去 很 漂亮 , 心情 也 会 变好 呢",棵,棵,-0.1719980537891388,"棵, 株, 颗","-0.1720, -2.8359, -3.0449"
92,"好 想好 想稳人 陪 我 去 吃拧 [MASK] 日式 蛋 包饭 啊 , 好 想 吃 啊 。",个,个,-1.4135637283325195,"个, 家, 种","-1.4136, -1.7972, -2.1114"
93,上传 了 7 [MASK] 照片 到 相册 纯纯 的 爱恋,张,张,-0.009659781120717525,"张, 幅, 个","-0.0097, -5.5513, -5.8977"
94,"这 两 天 遇到 第三 [MASK] 交通 事故 了 , 大过 年 的 , 希望 人 没事 , 大 车 烧 空 了 好像",个,次,-0.5521374344825745,"次, 起, 个","-0.5521, -1.3107, -2.5400"
95,开 了 [MASK] 酒版 喝 了 。,支,点,-1.1736278533935547,"点, 个, 瓶","-1.1736, -1.3062, -2.1554"
96,"2012116 , 彻夜 难眠 , 一 林 到 买 左 手机 , 一 [MASK] 钱 都 无 , 生活 受到 威胁 , 就 觉得 后 悔 啦 !",分,分,-0.19259987771511078,"分, 点, 笔","-0.1926, -2.0485, -4.6068"
97,"手机 掉 了 , 里面 哪怕 有 再 重要 的 资料 , 报案 不 说 是 被 偷 的 , 人民 警察 死活 都 不 肯 帮忙 哪怕 只 要 一 [MASK] 电话 就 能 找回 。",个,个,-0.11363963037729263,"个, 通, 声","-0.1136, -2.5061, -4.6898"
98,至今 我 还 后怕 的 那 [MASK] 橙汁 !,个,个,-1.30026376247406,"个, 杯, 瓶","-1.3003, -1.4716, -1.7972"
99,"2 你 可以 是 一 [MASK] 风景 , 没 必要 总是 仰视 别人 而 叹息 自己 。",道,道,-0.9595843553543091,"道, 种, 幅","-0.9596, -1.6959, -2.0917"
100,忙碌 了 一 天 多么 辛苦 呀 追 了 四 [MASK] 心情 有点 沉重 了 笑点 只 是 插曲 主 旋律 还是 令 人 发指 的 现实 猛 啊 猛 你 咋变 成 这样,集,集,-0.9394415616989136,"集, 季, 个","-0.9394, -1.4573, -2.0331"
101,"啊啊 啊 , 第一 [MASK] 这么 早",次,次,-0.08701545000076294,"次, 个, 章","-0.0870, -3.5801, -4.4759"
102,"珠海 天气 20120122 早 今天 星期日 , 珠海 白天 到 夜间 小 雨 , 气温 148 , 北风 34 [MASK] 明天 小 雨 , 气温 118 。",级,号,-0.43055179715156555,"号, 级, 起","-0.4306, -2.5008, -3.1398"
103,"一 [MASK] 月 后 , 我们 依然 什么 都 不 是 。",个,个,-0.0009197649196721613,"个, 些, 点","-0.0009, -8.0515, -9.3680"
104,"还是 做 人 值得 被 信任 总 有 被 咨询 的 需要 , 无奈 有时 自身 能力 不足 , 无法 给予 答案 , 到 这 [MASK] 感觉 很 幸福 。",种,样,-0.7272442579269409,"样, 点, 家","-0.7272, -2.1450, -2.5783"
105,"仅 半天 没 照理 手机 , 竟 一下 收到 二百多 [MASK] 祝愿 和 拜年 , 很 感动 呀 。",条,条,-0.7427108287811279,"条, 个, 封","-0.7427, -1.1960, -2.0396"
106,"候车室 的 书店 看到 一 [MASK] 感 兴趣 的 书 , 准备 寒假 拿 回去 实践 一下",本,本,-0.2645913362503052,"本, 些, 堆","-0.2646, -1.6422, -3.9054"
107,"闹钟 七 点 就 响 了 , 我 还 在 被窝 里 下 决心 , 我 就 是 [MASK] 意志 薄弱 的 人 , 一 想到 又 是 一 天 的 大会 , 更 不 想 起床 了",个,个,-0.002193291438743472,"个, 种, 位","-0.0022, -7.3822, -7.7162"
108,过 了 二十 年 浑浑 噩噩 一 事 无成 的 日子 之后 我 希望 可以 改善 下 这 [MASK] 糟糕 情况 不 要 再 这么 混账 下去 了 !,种,种,-0.6295844316482544,"种, 个, 些","-0.6296, -1.0579, -2.4016"
109,很 奇怪 当 听到 那 [MASK] 话 的 时候 我 为什么 会 笑 那么 久,句,句,-0.10626515001058578,"句, 些, 段","-0.1063, -2.8473, -3.3864"
110,我 在 这 拜 [MASK] 早年 mk 拜年 mk 拜 年,个,个,-1.06642484664917,"个, 场, 家","-1.0664, -2.8197, -3.1477"
111,视频 打工仔 建 15 [MASK] 别墅 赠送 村民 入住 过 新年 分享 自,栋,套,-0.9690980315208435,"套, 栋, 层","-0.9691, -1.1170, -2.1738"
112,帮 爸爸 买 的 彩票 二 [MASK] 奖 不过 阿爸 说 那 是 我 下下 学期 的 学费,等,等,-0.0007335849804803729,"等, 级, 头","-0.0007, -8.0868, -8.5884"
113,明天 还 有 一 大 [MASK] 旅途 呢 。,段,段,-0.01314570289105177,"段, 波, 片","-0.0131, -6.1303, -6.6665"
114,吃 了 一 [MASK] 泰诺 晕乎乎 的 困醒 去 这 该 是 多 幸福 的 事情吖,粒,口,-1.3151648044586182,"口, 点, 个","-1.3152, -1.9299, -2.3995"
115,哈哈哈 笑死 了姐 今天 也 切 了 一 [MASK] 愤怒 的 甜椒 好 愤怒 的 样子 。,个,个,-1.0307815074920654,"个, 些, 颗","-1.0308, -1.7927, -2.9034"
116,这样 好吗 一 [MASK] 方便面 加 茶蛋 给 我 吃 撑 了,袋,碗,-0.6821502447128296,"碗, 个, 盒","-0.6822, -1.6920, -3.3815"
117,"世界 最 有名 的 四 [MASK] 塔类 建筑物 埃菲尔 铁塔 台北 101 东京 铁塔 迪拜塔 , 你 想去 哪里 ?",幢,座,-0.16266953945159912,"座, 个, 层","-0.1627, -2.4270, -3.7690"
118,后面 那 [MASK] 戴 黄 围脖 的 祝 她 快乐 吧,个,个,-0.5035510063171387,"个, 位, 些","-0.5036, -1.0947, -4.1842"
119,读 问好 灌水 表情 灌水 表情 灌水 表情 看到 yanzj 的 博文 一 [MASK] 飘 走 的 彩云 有感而发 的 评论 。,朵,片,-1.0753166675567627,"片, 路, 朵","-1.0753, -1.6303, -2.0507"
120,"兔年 的 最后 一 天 , 持续 感冒 中 , 我 已经 失去 嗅觉 , 估计 要 吃 一 [MASK] 食之无味 的 年夜饭 了",顿,顿,-0.04650130122900009,"顿, 个, 次","-0.0465, -4.6890, -4.9236"
121,发狼们 太 拽 了 寻遍木 有 开业 了 的 刚刚 全部 吹干 一 [MASK] 辣 毛 累死 老娘 我 了 手臂 都 举 不 起来 了,头,根,-2.0004723072052,"根, 身, 条","-2.0005, -2.1744, -2.6783"
122,"千 [MASK] 激情片 可惜 了 , 美女 老师 被 OOXX 男人 帮 恶夜 惊魂 天堂 口 大情人 疯狂 的 石头 我 的 娜塔莎 Hello 小姐 拿 什么 拯救 你 , 我 的 爱人 刀尖 上 行走 今夜 有 戏 欲望号 列车 写真 毒刺 疯狂 的 石头 青 木瓜 之 味 魔鬼 屠夫 香奈儿 的 秘密 情史",部,部,-1.3893264532089233,"部, 集, 套","-1.3893, -1.5156, -1.9961"
123,各位 过 [MASK] 好 年 啊 。,个,个,-0.0038483187090605497,"个, 些, 点","-0.0038, -6.9766, -7.5201"
124,"父亲 给 小 米 买 了 双 皮鞋 , 一 [MASK] 星期 之后 爸爸 问 小米 新 鞋 买 了 , 怎么 不 见 你 穿 呀 ?",个,个,-1.919287933560554e-05,"个, 颗, 些","-0.0000, -12.4240, -12.5978"
125,"身 未 动 , 心 已 远 , 在 风景 展区 发布 20 [MASK] 作品",组,幅,-0.24365751445293427,"幅, 件, 组","-0.2437, -2.6842, -2.7133"
126,"酒 搞 多 了 , 现在 醒 了 , 口干 舌躁 , 两 [MASK] 果汁 , 真 TM 爽 !",杯,杯,-0.32287779450416565,"杯, 瓶, 碗","-0.3229, -1.7737, -3.6982"
127,"六味 地黄丸 , 你丸 我 也丸 , 一 天 六十 [MASK] , 发发 有 冲劲儿 不 来 一 发么 ?",粒,粒,-0.9284877181053162,"粒, 次, 颗","-0.9285, -2.2628, -2.3712"
128,"爹娘 给 我 上 了 堂课 , 主题 是 我 要 嫁 [MASK] 什么样 的 人 。",个,个,-0.0029035599436610937,"个, 对, 位","-0.0029, -6.7748, -6.8887"
129,"但是 两 [MASK] 之间 拖 了 六 年 , 结构 已经 荡然无存 。",卷,个,-1.2142494916915894,"个, 家, 次","-1.2142, -1.3457, -3.6602"
130,激动 到 我 TV 第三 [MASK] 到来 !,季,次,-1.133434772491455,"次, 季, 波","-1.1334, -1.6189, -2.8159"
131,"刚刚 在 德克萨斯 扑克 游戏 中 与 同桌 PK , 以 一 [MASK] 葫芦 牌型 赢取 了 2080 筹码 !",手,个,-1.1784236431121826,"个, 张, 套","-1.1784, -1.7909, -2.2735"
132,刚才 出门 走 一 [MASK] 去 邮局 的 决定 是 对 的 人家 今天 最后 一 天 班 我 不仅 买到 了 邮票 还 把 信 和 明信片 放 在 了 邮局 那 没有 风吹雨淋 的 邮箱 里 不过 估计 人家 年 后 才 会 寄 得 出去 了 。,遭,趟,-0.5077365040779114,"趟, 圈, 步","-0.5077, -1.9445, -2.3096"
133,见 着 [MASK] 学 的 好 不 如 嫁 的 好 的 活 例 咳 太 负面 太 负面 阿弥陀佛,个,个,-0.7858909964561462,"个, 面, 些","-0.7859, -1.5670, -2.9112"
